LOG([ATP]),LOG([ADP]),K_CAT,K_ROT,OCC_TOT,OCC_ATP,OCC_ADP,POP_CAT,POP_WAIT,+ATP:80,+ATP:120,+ATP:200,+ATP:240,+ATP:320,+ATP:360,-ADP:80,-ADP:120,-ADP:200,-ADP:240,-ADP:320,-ADP:360,HYD:80,HYD:120,HYD:200,HYD:240,HYD:320,HYD:360,80-oho,80-oha,80-oao,80-oaa,80-haa,80-hao,80-ooh,80-och,80-hoh,80-hho,80-hha,80-hch,80-ooa,80-oco,80-ooo,80-oca,80-hoo,80-hoa,80-ohh,80-oah,80-hco,80-hah,80-hca,80-hhh,120-oah,120-oho,120-ooa,120-ooo,120-oha,120-oao,120-oaa,120-ooc,120-ohc,120-ooh,120-oac,120-ohh
-9.00,-9.00,1.825841e-03,6.840655e-04,1.131244e-01,5.634135e-02,5.678307e-02,9.190844e-02,9.080916e-01,8.442537e-05,5.238416e-04,3.833366e-08,3.269917e-07,3.310061e-08,3.787133e-07,5.168986e-04,8.768415e-05,2.039344e-07,1.649382e-06,1.666672e-07,2.011659e-06,0.000000e+00,0.000000e+00,0.000000e+00,1.949969e-04,4.131855e-04,0.000000e+00,6.315658e-12,7.464385e-08,5.810734e-06,6.868807e-02,8.439778e-04,7.464173e-08,6.315928e-12,2.410166e-08,7.994504e-14,8.167925e-14,9.184486e-10,3.064922e-10,5.810734e-06,1.869898e-06,4.915813e-10,2.209043e-02,6.315842e-12,7.159914e-08,8.158736e-14,7.465754e-08,2.410301e-08,9.339758e-10,2.721242e-04,1.763734e-15,7.465860e-07,6.315741e-11,5.810820e-05,4.915888e-09,7.464469e-07,5.810821e-05,6.868909e-01,1.869926e-05,2.410410e-07,6.315733e-11,2.210640e-01,8.136972e-13
-8.50,-9.00,5.774967e-03,2.102552e-03,2.551554e-01,1.270456e-01,1.281097e-01,9.200260e-02,9.079974e-01,2.669045e-04,1.655786e-03,1.212200e-07,8.701253e-07,8.817935e-08,1.196014e-06,1.662233e-03,2.515536e-04,6.528717e-07,4.388128e-06,4.444661e-07,6.444592e-06,0.000000e+00,0.000000e+00,0.000000e+00,6.575283e-04,1.266757e-03,0.000000e+00,6.272532e-12,7.422716e-08,4.889408e-06,5.786803e-02,7.760890e-04,7.422145e-08,6.273134e-12,4.284825e-08,8.877972e-14,9.602779e-14,1.001392e-09,6.100827e-10,4.889407e-06,2.780677e-06,4.131464e-10,3.289935e-02,6.272100e-12,6.611088e-08,9.620380e-14,7.424506e-08,4.282943e-08,1.030562e-09,4.461942e-04,2.274507e-15,7.424602e-07,6.272444e-11,4.889480e-05,4.131526e-09,7.422753e-07,4.889481e-05,5.786889e-01,2.780720e-05,4.283336e-07,6.272730e-11,3.291810e-01,9.586977e-13
-8.00,-9.00,1.824080e-02,6.297292e-03,5.084933e-01,2.528955e-01,2.555978e-01,9.244135e-02,9.075587e-01,8.445619e-04,5.229363e-03,3.837873e-07,1.834673e-06,1.865800e-07,3.765430e-06,5.396858e-03,6.503705e-04,2.103469e-06,9.227001e-06,9.415537e-07,2.075222e-05,0.000000e+00,0.000000e+00,0.000000e+00,2.302708e-03,3.777747e-03,0.000000e+00,6.184101e-12,7.357812e-08,3.259627e-06,3.872843e-02,6.567290e-04,7.356567e-08,6.184260e-12,1.027454e-07,1.082264e-13,1.426395e-13,1.275839e-09,1.880686e-09,3.259625e-06,4.375935e-06,2.744264e-10,5.213048e-02,6.183334e-12,5.639520e-08,1.428270e-13,7.349370e-08,1.025576e-07,1.256823e-09,9.143233e-04,2.773322e-15,7.349448e-07,6.183999e-11,3.259675e-05,2.744305e-09,7.357760e-07,3.259678e-05,3.872900e-01,4.376005e-05,1.025751e-06,6.184364e-11,5.201572e-01,1.426750e-12
-7.50,-9.00,5.754000e-02,1.876230e-02,7.775554e-01,3.853029e-01,3.922525e-01,9.419604e-02,9.058040e-01,2.686584e-03,1.647738e-02,1.222116e-06,2.836935e-06,2.916267e-07,1.173541e-05,1.748489e-02,1.606700e-03,6.757473e-06,1.414752e-05,1.477134e-06,6.616333e-05,0.000000e+00,0.000000e+00,0.000000e+00,7.988433e-03,1.119139e-02,0.000000e+00,6.033620e-12,7.333176e-08,1.592921e-06,1.915758e-02,5.382041e-04,7.331049e-08,6.033751e-12,2.912653e-07,1.530438e-13,2.913026e-13,2.174474e-09,8.567111e-09,1.592917e-06,5.931726e-06,1.325784e-10,7.232205e-02,6.032226e-12,4.642164e-08,2.914693e-13,7.262119e-08,2.902698e-07,1.762861e-09,2.168224e-03,8.324703e-15,7.262174e-07,6.033597e-11,1.592942e-05,1.325804e-09,7.333004e-07,1.592949e-05,1.915787e-01,5.931821e-05,2.903424e-06,6.033785e-11,7.141297e-01,2.913716e-12
-7.00,-9.00,1.808666e-01,5.701707e-02,9.710670e-01,4.761499e-01,4.949171e-01,1.000010e-01,8.999990e-01,8.681166e-03,5.156448e-02,3.958548e-06,3.483981e-06,3.694517e-07,3.545689e-05,5.558932e-02,4.456810e-03,2.130744e-05,1.692740e-05,1.890451e-06,2.025725e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.644752e-02,3.384136e-02,0.000000e+00,5.731830e-12,7.465686e-08,6.166553e-07,7.702508e-03,4.820574e-04,7.462324e-08,5.731211e-12,8.557325e-07,2.696140e-13,7.380330e-13,5.018493e-09,5.295765e-08,6.166466e-07,6.572229e-06,4.960253e-11,8.599672e-02,5.731142e-12,4.044660e-08,7.383097e-13,7.172928e-08,8.519907e-07,3.161188e-09,5.809841e-03,4.479809e-14,7.172951e-07,5.732580e-11,6.166573e-06,4.960328e-10,7.465338e-07,6.166736e-06,7.702622e-02,6.572332e-05,8.522516e-06,5.731291e-11,8.228848e-01,7.382124e-12
-6.50,-9.00,5.623643e-01,1.754537e-01,1.152877e+00,5.509463e-01,6.019304e-01,1.167637e-01,8.832363e-01,2.897361e-02,1.583653e-01,1.330334e-05,3.948263e-06,4.518706e-07,9.809576e-05,1.717111e-01,1.509488e-02,6.493770e-05,1.775884e-05,2.359667e-06,5.637423e-04,0.000000e+00,0.000000e+00,0.000000e+00,8.395862e-02,1.034961e-01,0.000000e+00,5.006131e-12,7.910315e-08,2.167539e-07,3.032654e-03,5.020748e-04,7.904162e-08,5.003392e-12,2.349309e-06,5.817479e-13,1.920453e-12,1.368256e-08,3.826256e-07,2.167338e-07,6.071944e-06,1.591864e-11,9.650929e-02,5.008144e-12,3.761430e-08,1.921400e-12,7.021754e-08,2.338047e-06,7.934207e-09,1.670786e-02,3.105742e-13,7.021716e-07,5.009252e-11,2.167385e-06,1.591888e-10,7.909554e-07,2.167795e-06,3.032698e-02,6.072031e-05,2.338898e-05,5.003518e-11,8.528193e-01,1.921155e-11
-6.00,-9.00,1.698928e+00,5.326192e-01,1.430815e+00,6.531478e-01,7.776675e-01,1.578898e-01,8.421102e-01,9.898743e-02,4.670503e-01,4.638293e-05,4.713868e-06,6.160832e-07,2.200878e-04,5.059062e-01,5.892782e-02,1.862678e-04,1.731036e-05,3.259802e-06,1.268592e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.560242e-01,3.102853e-01,0.000000e+00,3.554667e-12,8.678625e-08,7.388310e-08,1.398869e-03,6.340659e-04,8.665199e-08,3.547890e-12,5.264075e-06,1.282747e-12,4.226879e-12,3.853003e-08,2.526805e-06,7.384219e-08,4.384039e-06,4.487174e-12,1.079545e-01,3.561944e-12,3.574963e-08,4.229657e-12,6.687990e-08,5.237456e-06,2.566911e-08,4.788441e-02,2.027751e-12,6.687848e-07,3.562295e-11,7.384461e-07,4.487241e-11,8.676765e-07,7.393104e-07,1.398887e-02,4.384077e-05,5.240057e-05,3.548145e-11,8.280221e-01,4.229007e-11
-5.50,-9.00,4.794508e+00,1.525533e+00,1.803530e+00,7.749268e-01,1.028603e+00,2.417962e-01,7.582038e-01,3.081654e-01,1.289497e+00,1.524607e-04,6.470904e-06,1.002646e-06,3.468156e-04,1.380942e+00,2.147210e-01,4.897944e-04,1.570011e-05,5.024223e-06,1.995723e-03,0.000000e+00,0.000000e+00,0.000000e+00,7.312695e-01,8.668999e-01,0.000000e+00,1.770618e-12,8.881480e-08,2.281244e-08,8.084621e-04,9.974617e-04,8.852238e-08,1.760502e-12,8.272131e-06,2.374291e-12,6.599967e-12,1.029667e-07,1.213835e-05,2.275483e-08,2.183141e-06,1.041225e-12,1.112538e-01,1.782364e-12,3.348878e-08,6.607349e-12,6.018688e-08,8.225821e-06,8.426715e-08,1.287052e-01,9.706726e-12,6.018478e-07,1.782018e-11,2.275633e-07,1.041242e-11,8.877171e-07,2.287935e-07,8.084667e-03,2.183092e-05,8.233194e-05,1.760836e-11,7.500130e-01,6.605894e-11
-5.00,-9.00,1.160027e+01,3.764743e+00,2.188650e+00,8.701774e-01,1.318472e+00,3.934245e-01,6.065755e-01,7.248978e-01,3.141072e+00,4.014137e-04,9.437339e-06,1.912819e-06,3.749041e-04,3.275592e+00,5.879384e-01,1.128007e-03,1.259653e-05,8.191455e-06,2.078367e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.810175e+00,2.056583e+00,0.000000e+00,5.887778e-13,7.206905e-08,5.522148e-09,5.027548e-04,1.757278e-03,7.157220e-08,5.799490e-13,8.618456e-06,3.202195e-12,6.847517e-12,2.399085e-07,3.828682e-05,5.473077e-09,7.167853e-07,1.684669e-13,9.065593e-02,5.989978e-13,2.865805e-08,6.865066e-12,4.814186e-08,8.552947e-06,2.197579e-07,3.004517e-01,3.057731e-11,4.814047e-07,5.987196e-12,5.474318e-08,1.684726e-12,7.199265e-07,5.579166e-08,5.027441e-03,7.166490e-06,8.571016e-05,5.802895e-12,6.014539e-01,6.861988e-11
-4.50,-9.00,2.136872e+01,7.059778e+00,2.551458e+00,9.314957e-01,1.619963e+00,6.012712e-01,3.987288e-01,1.183579e+00,5.938235e+00,7.579534e-04,1.207917e-05,3.462250e-06,3.198028e-04,6.009841e+00,1.109504e+00,2.039983e-03,8.292414e-06,1.253022e-05,1.502005e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.420810e+00,3.702097e+00,0.000000e+00,1.399537e-13,4.369882e-08,1.034988e-09,2.780205e-04,2.793462e-03,4.314362e-08,1.352377e-13,6.243293e-06,2.704918e-12,4.922449e-12,4.332048e-07,7.852141e-05,1.008945e-09,1.659737e-07,1.535959e-14,5.524158e-02,1.452050e-13,1.903056e-08,4.955177e-12,3.164581e-08,6.153921e-06,4.056421e-07,5.428661e-01,6.267244e-11,3.164552e-07,1.452766e-12,1.009930e-08,1.536086e-13,4.360907e-07,1.065210e-08,2.779907e-03,1.658229e-06,6.187790e-05,1.354545e-12,3.958845e-01,4.949668e-11
