LOG([ATP]),LOG([ADP]),K_CAT,K_ROT,OCC_TOT,OCC_ATP,OCC_ADP,POP_CAT,POP_WAIT,+ATP:80,+ATP:120,+ATP:200,+ATP:240,+ATP:320,+ATP:360,-ADP:80,-ADP:120,-ADP:200,-ADP:240,-ADP:320,-ADP:360,HYD:80,HYD:120,HYD:200,HYD:240,HYD:320,HYD:360,80-oho,80-oha,80-oao,80-oaa,80-haa,80-hao,80-ooh,80-och,80-hoh,80-hho,80-hha,80-hch,80-ooa,80-oco,80-ooo,80-oca,80-hoo,80-hoa,80-ohh,80-oah,80-hco,80-hah,80-hca,80-hhh,120-oah,120-oho,120-ooa,120-ooo,120-oha,120-oao,120-oaa,120-ooc,120-ohc,120-ooh,120-oac,120-ohh
-9.00,-18.00,1.829865e-03,6.893756e-04,9.011648e-02,4.489390e-02,4.522258e-02,9.188124e-02,9.081188e-01,8.442788e-05,5.238834e-04,3.832865e-08,3.354094e-07,3.394224e-08,3.787856e-07,5.177910e-04,8.931557e-05,2.043506e-07,1.695200e-06,1.712191e-07,2.015766e-06,0.000000e+00,0.000000e+00,0.000000e+00,1.930715e-04,4.165027e-04,0.000000e+00,6.322552e-12,7.471048e-08,5.960290e-06,7.044494e-02,8.435847e-04,7.470831e-08,6.322697e-12,2.166204e-08,7.881463e-14,7.977345e-14,8.959548e-10,2.699687e-10,5.960290e-06,1.721752e-06,5.043100e-10,2.033457e-02,6.322719e-12,7.158492e-08,7.947544e-14,7.472544e-08,2.166456e-08,9.124807e-10,2.441661e-04,1.646799e-15,7.472650e-07,6.322672e-11,5.960379e-05,5.043175e-09,7.471132e-07,5.960379e-05,7.044599e-01,1.721779e-05,2.166556e-07,6.322718e-11,2.035207e-01,7.947681e-13
-8.50,-18.00,5.769551e-03,2.106896e-03,2.385963e-01,1.188186e-01,1.197777e-01,9.197285e-02,9.080272e-01,2.669055e-04,1.655898e-03,1.212016e-07,8.892130e-07,9.008577e-08,1.196249e-06,1.655412e-03,2.540559e-04,6.505093e-07,4.480624e-06,4.536123e-07,6.425464e-06,0.000000e+00,0.000000e+00,0.000000e+00,6.528480e-04,1.270125e-03,0.000000e+00,6.277706e-12,7.427371e-08,4.996657e-06,5.912797e-02,7.743904e-04,7.426789e-08,6.278093e-12,4.033460e-08,8.611447e-14,9.391164e-14,9.782896e-10,5.477040e-10,4.996656e-06,2.674899e-06,4.222831e-10,3.163862e-02,6.277378e-12,6.598947e-08,9.383090e-14,7.429457e-08,4.031849e-08,1.009800e-09,4.188208e-04,1.510619e-15,7.429553e-07,6.277557e-11,4.996731e-05,4.222894e-09,7.427407e-07,4.996732e-05,5.912886e-01,2.674941e-05,4.032226e-07,6.277965e-11,3.166100e-01,9.386615e-13
-8.00,-18.00,1.824176e-02,6.307603e-03,5.011692e-01,2.492779e-01,2.518913e-01,9.241065e-02,9.075894e-01,8.445490e-04,5.229626e-03,3.837244e-07,1.860990e-06,1.891984e-07,3.766162e-06,5.393168e-03,6.544394e-04,2.102212e-06,9.360503e-06,9.547256e-07,2.074298e-05,0.000000e+00,0.000000e+00,0.000000e+00,2.296387e-03,3.784235e-03,0.000000e+00,6.186805e-12,7.359711e-08,3.306385e-06,3.927781e-02,6.537676e-04,7.358450e-08,6.187270e-12,1.003100e-07,1.063831e-13,1.408135e-13,1.252892e-09,1.807338e-09,3.306383e-06,4.330629e-06,2.784072e-10,5.157920e-02,6.185974e-12,5.617144e-08,1.409347e-13,7.351670e-08,1.001258e-07,1.237037e-09,8.884430e-04,2.802091e-15,7.351748e-07,6.186711e-11,3.306433e-05,2.784114e-09,7.359657e-07,3.306436e-05,3.927839e-01,4.330699e-05,1.001431e-06,6.187135e-11,5.146935e-01,1.406927e-12
-7.50,-18.00,5.754229e-02,1.877026e-02,7.756854e-01,3.844080e-01,3.912774e-01,9.416666e-02,9.058333e-01,2.686573e-03,1.647799e-02,1.221934e-06,2.856596e-06,2.935595e-07,1.173766e-05,1.748264e-02,1.609547e-03,6.756155e-06,1.424729e-05,1.486860e-06,6.616125e-05,0.000000e+00,0.000000e+00,0.000000e+00,7.984009e-03,1.119677e-02,0.000000e+00,6.035214e-12,7.333612e-08,1.603963e-06,1.928739e-02,5.358394e-04,7.331473e-08,6.035312e-12,2.889094e-07,1.513116e-13,2.894636e-13,2.151529e-09,8.411724e-09,1.603959e-06,5.922102e-06,1.335243e-10,7.219170e-02,6.033898e-12,4.624473e-08,2.895835e-13,7.262838e-08,2.879164e-07,1.742404e-09,2.141739e-03,8.237168e-15,7.262893e-07,6.035182e-11,1.603984e-05,1.335262e-09,7.333439e-07,1.603991e-05,1.928768e-01,5.922197e-05,2.879890e-06,6.035364e-11,7.128609e-01,2.895272e-12
-7.00,-18.00,1.808721e-01,5.702162e-02,9.706415e-01,4.759757e-01,4.946658e-01,9.997368e-02,9.000263e-01,8.681335e-03,5.156608e-02,3.958068e-06,3.493222e-06,3.703265e-07,3.546350e-05,5.559059e-02,4.457366e-03,2.130563e-05,1.697413e-05,1.894833e-06,2.025844e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.644569e-02,3.384501e-02,0.000000e+00,5.732928e-12,7.465898e-08,6.182943e-07,7.721817e-03,4.808768e-04,7.462531e-08,5.732343e-12,8.535428e-07,2.680085e-13,7.362554e-13,4.995378e-09,5.256265e-08,6.182856e-07,6.571919e-06,4.974293e-11,8.597922e-02,5.732274e-12,4.036357e-08,7.365865e-13,7.173217e-08,8.498016e-07,3.139691e-09,5.781935e-03,4.447789e-14,7.173240e-07,5.733677e-11,6.182964e-06,4.974368e-10,7.465549e-07,6.183127e-06,7.721932e-02,6.572022e-05,8.500625e-06,5.732411e-11,8.227189e-01,7.364657e-12
-6.50,-18.00,5.623810e-01,1.754583e-01,1.152692e+00,5.508903e-01,6.018013e-01,1.167378e-01,8.832622e-01,2.897479e-02,1.583697e-01,1.330219e-05,3.951932e-06,4.521799e-07,9.811351e-05,1.717183e-01,1.509325e-02,6.493365e-05,1.777702e-05,2.361164e-06,5.637775e-04,0.000000e+00,0.000000e+00,0.000000e+00,8.395898e-02,1.035014e-01,0.000000e+00,5.007035e-12,7.910650e-08,2.169581e-07,3.035091e-03,5.015558e-04,7.904494e-08,5.004262e-12,2.347497e-06,5.802857e-13,1.919011e-12,1.365868e-08,3.816040e-07,2.169380e-07,6.072872e-06,1.593513e-11,9.651098e-02,5.009077e-12,3.758422e-08,1.919966e-12,7.021969e-08,2.336234e-06,7.912457e-09,1.667832e-02,3.097602e-13,7.021931e-07,5.010163e-11,2.169428e-06,1.593536e-10,7.909888e-07,2.169838e-06,3.035136e-02,6.072959e-05,2.337084e-05,5.004419e-11,8.528209e-01,1.919716e-11
-6.00,-18.00,1.698981e+00,5.326311e-01,1.430700e+00,6.531221e-01,7.775775e-01,1.578654e-01,8.421346e-01,9.899327e-02,4.670617e-01,4.638100e-05,4.715536e-06,6.161914e-07,2.201251e-04,5.059265e-01,5.892482e-02,1.862605e-04,1.731764e-05,3.260187e-06,1.268665e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.560282e-01,3.102986e-01,0.000000e+00,3.555269e-12,8.679155e-08,7.391075e-08,1.399232e-03,6.338135e-04,8.665727e-08,3.548495e-12,5.262988e-06,1.281825e-12,4.226031e-12,3.850533e-08,2.524650e-06,7.386982e-08,4.384765e-06,4.489328e-12,1.079609e-01,3.562556e-12,3.574107e-08,4.228789e-12,6.688185e-08,5.236365e-06,2.564855e-08,4.785357e-02,2.026031e-12,6.688042e-07,3.562900e-11,7.387225e-07,4.489394e-11,8.677295e-07,7.395869e-07,1.399250e-02,4.384803e-05,5.238965e-05,3.548743e-11,8.280429e-01,4.228147e-11
-5.50,-18.00,4.794648e+00,1.525568e+00,1.803470e+00,7.749210e-01,1.028549e+00,2.417757e-01,7.582243e-01,3.081846e-01,1.289524e+00,1.524598e-04,6.472062e-06,1.002724e-06,3.468656e-04,1.380987e+00,2.147224e-01,4.897897e-04,1.570347e-05,5.024256e-06,1.995820e-03,0.000000e+00,0.000000e+00,0.000000e+00,7.312835e-01,8.669324e-01,0.000000e+00,1.770882e-12,8.882068e-08,2.281686e-08,8.085517e-04,9.973273e-04,8.852822e-08,1.760762e-12,8.271840e-06,2.374075e-12,6.599732e-12,1.029445e-07,1.213539e-05,2.275924e-08,2.183453e-06,1.041319e-12,1.112611e-01,1.782641e-12,3.348840e-08,6.607138e-12,6.018851e-08,8.225525e-06,8.425095e-08,1.286774e-01,9.704380e-12,6.018641e-07,1.782285e-11,2.276074e-07,1.041332e-11,8.877757e-07,2.288378e-07,8.085564e-03,2.183404e-05,8.232898e-05,1.761093e-11,7.500326e-01,6.605664e-11
-5.00,-18.00,1.160052e+01,3.764815e+00,2.188627e+00,8.701797e-01,1.318448e+00,3.934119e-01,6.065881e-01,7.249287e-01,3.141125e+00,4.014164e-04,9.438335e-06,1.912947e-06,3.749410e-04,3.275664e+00,5.879497e-01,1.128015e-03,1.259814e-05,8.191470e-06,2.078439e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.810206e+00,2.056635e+00,0.000000e+00,5.888327e-13,7.207250e-08,5.522751e-09,5.027835e-04,1.757217e-03,7.157562e-08,5.800203e-13,8.618517e-06,3.202293e-12,6.847574e-12,2.398950e-07,3.828455e-05,5.473675e-09,7.168547e-07,1.688815e-13,9.066029e-02,5.990467e-13,2.865944e-08,6.865116e-12,4.814286e-08,8.553005e-06,2.197491e-07,3.004347e-01,3.057550e-11,4.814147e-07,5.987770e-12,5.474916e-08,1.688851e-12,7.199610e-07,5.579774e-08,5.027729e-03,7.167184e-06,8.571074e-05,5.803507e-12,6.014662e-01,6.862042e-11
-4.50,-18.00,2.136897e+01,7.059856e+00,2.551453e+00,9.314977e-01,1.619955e+00,6.012666e-01,3.987334e-01,1.183601e+00,5.938297e+00,7.579574e-04,1.207981e-05,3.462391e-06,3.198185e-04,6.009911e+00,1.109517e+00,2.039999e-03,8.293052e-06,1.253029e-05,1.502034e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.420847e+00,3.702144e+00,0.000000e+00,1.399468e-13,4.369982e-08,1.035042e-09,2.780274e-04,2.793443e-03,4.314460e-08,1.352764e-13,6.243349e-06,2.705013e-12,4.922538e-12,4.332001e-07,7.852048e-05,1.008997e-09,1.659814e-07,1.607891e-14,5.524285e-02,1.452565e-13,1.903118e-08,4.955185e-12,3.164618e-08,6.153976e-06,4.056390e-07,5.428602e-01,6.267168e-11,3.164589e-07,1.452773e-12,1.009982e-08,1.608285e-13,4.361007e-07,1.065265e-08,2.779975e-03,1.658306e-06,6.187845e-05,1.354497e-12,3.958891e-01,4.949707e-11
-4.00,-18.00,2.926820e+01,9.769333e+00,2.808816e+00,9.666434e-01,1.842173e+00,7.700279e-01,2.299721e-01,1.468544e+00,8.286196e+00,1.043478e-03,1.327348e-05,4.883027e-06,2.659614e-04,8.238423e+00,1.513949e+00,2.781382e-03,4.786458e-06,1.605402e-05,8.928605e-04,0.000000e+00,0.000000e+00,0.000000e+00,4.759822e+00,4.996245e+00,0.000000e+00,2.973956e-14,2.262554e-08,1.931643e-10,1.401994e-04,3.602306e-03,2.215820e-08,2.789152e-14,3.731710e-06,1.462294e-12,2.895252e-12,5.882846e-07,1.118199e-04,1.828753e-10,3.397430e-08,4.752507e-16,2.881596e-02,3.165557e-14,9.342341e-09,2.940690e-12,1.825314e-08,3.620041e-06,5.482346e-07,7.373491e-01,8.922577e-11,1.825329e-07,3.179627e-13,1.834606e-09,4.850967e-15,2.254488e-07,2.049365e-09,1.401544e-03,3.386794e-07,3.666963e-05,2.799572e-13,2.285331e-01,2.933086e-11
-3.50,-18.00,3.317405e+01,1.111963e+01,2.931761e+00,9.822677e-01,1.949493e+00,8.540022e-01,1.459978e-01,1.604154e+00,9.452412e+00,1.189523e-03,1.368870e-05,5.658389e-06,2.413741e-04,9.345000e+00,1.709274e+00,3.149258e-03,3.039647e-06,1.780774e-05,5.726252e-04,0.000000e+00,0.000000e+00,0.000000e+00,5.430615e+00,5.627402e+00,0.000000e+00,8.162105e-15,1.290284e-08,5.096574e-11,7.940176e-05,3.995490e-03,1.251102e-08,7.506927e-15,2.411280e-06,6.557534e-13,1.830150e-12,6.647127e-07,1.284202e-04,4.725856e-11,9.204377e-09,5.769485e-16,1.659740e-02,8.749233e-15,4.079856e-09,1.881949e-12,1.158868e-08,2.287584e-06,6.167464e-07,8.331955e-01,1.024613e-10,1.158891e-07,8.849456e-14,4.758748e-10,5.582266e-15,1.283140e-07,5.499032e-10,7.934936e-04,9.132786e-08,2.341026e-05,7.565467e-14,1.451805e-01,1.873284e-11
