LOG([ATP]),LOG([ADP]),K_CAT,K_ROT,OCC_TOT,OCC_ATP,OCC_ADP,POP_CAT,POP_WAIT,+ATP:80,+ATP:120,+ATP:200,+ATP:240,+ATP:320,+ATP:360,-ADP:80,-ADP:120,-ADP:200,-ADP:240,-ADP:320,-ADP:360,HYD:80,HYD:120,HYD:200,HYD:240,HYD:320,HYD:360,80-oho,80-oha,80-oao,80-oaa,80-haa,80-hao,80-ooh,80-och,80-hoh,80-hho,80-hha,80-hch,80-ooa,80-oco,80-ooo,80-oca,80-hoo,80-hoa,80-ohh,80-oah,80-hco,80-hah,80-hca,80-hhh,120-oah,120-oho,120-ooa,120-ooo,120-oha,120-oao,120-oaa,120-ooc,120-ohc,120-ooh,120-oac,120-ohh
-18.00,-9.00,2.957643e-06,1.507829e-06,2.478884e-02,1.234797e-02,1.244087e-02,9.187555e-02,9.081244e-01,-5.007134e-10,-2.866053e-09,-1.704583e-13,-1.578156e-12,-1.597874e-13,-1.665919e-12,1.928087e-06,2.679631e-07,6.132006e-10,2.636546e-09,2.689529e-10,5.032135e-09,0.000000e+00,0.000000e+00,0.000000e+00,-2.352199e-07,9.916323e-07,0.000000e+00,4.745496e-12,6.507137e-08,5.551457e-06,7.612460e-02,8.922402e-04,6.507136e-08,4.745980e-12,1.255063e-08,5.657701e-14,5.593130e-14,7.627475e-10,1.506660e-10,5.551457e-06,1.070123e-06,4.048483e-10,1.467418e-02,4.745671e-12,6.506908e-08,5.599151e-14,6.507136e-08,1.255062e-08,7.627347e-10,1.720676e-04,1.558543e-15,6.507233e-07,4.745593e-11,5.551540e-05,4.048543e-09,6.507234e-07,5.551540e-05,7.612574e-01,1.070139e-05,1.255081e-07,4.745535e-11,1.467439e-01,5.572162e-13
-18.00,-8.50,1.960378e-06,3.777322e-07,7.413155e-02,3.692218e-02,3.720937e-02,9.192634e-02,9.080737e-01,-1.374014e-09,-8.031847e-09,-5.289825e-13,-4.717668e-12,-4.776321e-13,-5.221705e-12,8.916063e-07,2.017909e-07,2.804303e-10,5.325795e-10,5.535472e-11,1.091300e-09,0.000000e+00,0.000000e+00,0.000000e+00,2.733948e-07,6.010428e-07,0.000000e+00,4.742114e-12,6.505047e-08,5.272693e-06,7.232785e-02,8.923129e-04,6.505047e-08,4.742227e-12,1.660972e-08,5.902362e-14,5.877836e-14,8.025729e-10,2.105580e-10,5.272693e-06,1.346178e-06,3.843437e-10,1.846612e-02,4.742478e-12,6.504996e-08,5.878159e-14,6.505047e-08,1.660972e-08,8.025820e-10,2.278726e-04,1.332213e-15,6.505144e-07,4.742204e-11,5.272772e-05,3.843496e-09,6.505144e-07,5.272772e-05,7.232893e-01,1.346198e-05,1.660996e-07,4.742142e-11,1.846640e-01,5.863581e-13
-18.00,-8.00,-1.034617e-06,-5.216473e-10,2.024685e-01,1.008004e-01,1.016682e-01,9.208708e-02,9.079129e-01,-3.995964e-09,-2.588707e-08,-1.671172e-12,-1.286662e-11,-1.305043e-12,-1.647913e-11,-3.979505e-07,4.563641e-08,-1.364890e-10,-1.184896e-10,-1.258253e-11,-8.000062e-10,0.000000e+00,0.000000e+00,0.000000e+00,-5.741030e-07,-7.721661e-08,0.000000e+00,4.732983e-12,6.499417e-08,4.548980e-06,6.247090e-02,8.925671e-04,6.499417e-08,4.733409e-12,2.944898e-08,6.856337e-14,6.790525e-14,9.286007e-10,4.188658e-10,4.548980e-06,2.061301e-06,3.312557e-10,2.830772e-02,4.733179e-12,6.499541e-08,6.797034e-14,6.499418e-08,2.944899e-08,9.286301e-10,4.044222e-04,1.635011e-15,6.499515e-07,4.733037e-11,4.549048e-05,3.312605e-09,6.499514e-07,4.549048e-05,6.247183e-01,2.061332e-05,2.944943e-07,4.732955e-11,2.830815e-01,6.770348e-13
-18.00,-7.50,-1.790354e-06,-5.642682e-07,4.483956e-01,2.229461e-01,2.254495e-01,9.259526e-02,9.074047e-01,-1.267893e-08,-8.099531e-08,-5.295075e-12,-2.836361e-11,-2.894359e-12,-5.189678e-11,-7.817616e-07,-2.075743e-08,-2.810739e-10,-9.539603e-10,-9.814803e-11,-2.785463e-09,0.000000e+00,0.000000e+00,0.000000e+00,-3.391532e-07,-5.508008e-07,0.000000e+00,4.707232e-12,6.487260e-08,3.171377e-06,4.370787e-02,8.940949e-04,6.487260e-08,4.707381e-12,6.978732e-08,9.699349e-14,9.658270e-14,1.327029e-09,1.427569e-09,3.171377e-06,3.411796e-06,2.301163e-10,4.702128e-02,4.707259e-12,6.487374e-08,9.654553e-14,6.487261e-08,6.978733e-08,1.327057e-09,9.618550e-04,2.685687e-15,6.487358e-07,4.707255e-11,3.171424e-05,2.301197e-09,6.487357e-07,3.171424e-05,4.370852e-01,3.411847e-05,6.978837e-07,4.707288e-11,4.702200e-01,9.635740e-13
-18.00,-7.00,-2.645216e-06,-8.223486e-07,7.339200e-01,3.634453e-01,3.704746e-01,9.419849e-02,9.058015e-01,-4.022797e-08,-2.558843e-07,-1.684670e-11,-4.576426e-11,-4.759246e-12,-1.620085e-10,-1.389744e-06,-1.617386e-07,-4.917657e-10,-9.975662e-10,-1.056705e-10,-4.290658e-09,0.000000e+00,0.000000e+00,0.000000e+00,2.347043e-08,-8.149759e-07,0.000000e+00,4.639573e-12,6.466205e-08,1.618105e-06,2.255163e-02,9.012233e-04,6.466205e-08,4.639685e-12,1.950275e-07,1.855080e-13,1.855323e-13,2.584048e-09,7.792012e-09,1.618105e-06,4.880420e-06,1.161066e-10,6.801867e-02,4.639670e-12,6.466366e-08,1.854397e-13,6.466209e-08,1.950275e-07,2.584068e-09,2.718181e-03,7.511495e-15,6.466305e-07,4.639637e-11,1.618129e-05,1.161083e-09,6.466301e-07,1.618129e-05,2.255197e-01,4.880493e-05,1.950304e-06,4.639664e-11,6.801974e-01,1.854204e-12
-18.00,-6.50,-2.301638e-06,-7.052509e-07,9.461545e-01,4.630223e-01,4.831322e-01,9.923095e-02,9.007690e-01,-1.265449e-07,-8.044171e-07,-5.421243e-11,-5.652681e-11,-6.227128e-12,-4.921383e-10,-6.930962e-07,-7.629840e-08,-2.681623e-10,-2.657043e-10,-3.056820e-11,-2.570463e-09,0.000000e+00,0.000000e+00,0.000000e+00,-2.256066e-07,-3.719312e-07,0.000000e+00,4.452799e-12,6.424217e-08,6.320498e-07,9.118864e-03,9.268578e-04,6.424217e-08,4.452813e-12,5.702843e-07,4.526586e-13,4.526085e-13,6.529686e-09,5.796477e-08,6.320498e-07,5.610773e-06,4.381133e-11,8.094908e-02,4.452872e-12,6.424268e-08,4.526101e-13,6.424220e-08,5.702843e-07,6.529699e-09,8.227805e-03,4.603485e-14,6.424316e-07,4.452876e-11,6.320592e-06,4.381197e-10,6.424313e-07,6.320592e-06,9.119000e-02,5.610856e-05,5.702928e-06,4.452859e-11,8.095033e-01,4.526012e-12
-18.00,-6.00,-8.578449e-06,-2.694137e-06,1.129600e+00,5.360316e-01,5.935686e-01,1.147770e-01,8.852230e-01,-3.931804e-07,-2.499347e-06,-1.789994e-10,-6.015573e-11,-7.799757e-12,-1.380626e-09,-2.604239e-06,-2.238568e-07,-1.040405e-09,-2.789658e-10,-4.271480e-11,-9.304333e-09,0.000000e+00,0.000000e+00,0.000000e+00,-1.320661e-06,-1.524870e-06,0.000000e+00,3.949794e-12,6.310775e-08,2.127645e-07,3.399452e-03,1.008316e-03,6.310775e-08,3.949806e-12,1.580061e-06,1.171589e-12,1.171532e-12,1.871845e-08,4.686638e-07,2.127645e-07,5.327112e-06,1.331610e-11,8.511390e-02,3.949816e-12,6.310832e-08,1.171546e-12,6.310787e-08,1.580061e-06,1.871855e-08,2.524571e-02,3.475265e-13,6.310881e-07,3.949850e-11,2.127677e-06,1.331629e-10,6.310869e-07,2.127677e-06,3.399502e-02,5.327191e-05,1.580085e-05,3.949860e-11,8.511533e-01,1.171557e-11
-18.00,-5.50,-2.607755e-05,-8.222478e-06,1.408493e+00,6.281339e-01,7.803586e-01,1.605367e-01,8.394633e-01,-1.178424e-06,-7.492800e-06,-6.054590e-10,-5.858141e-11,-1.120304e-11,-3.166183e-09,-7.831134e-06,-8.501057e-07,-3.472100e-09,-2.506710e-10,-7.768041e-11,-2.695653e-08,0.000000e+00,0.000000e+00,0.000000e+00,-4.058314e-06,-4.632178e-06,0.000000e+00,2.866662e-12,5.983630e-08,6.558125e-08,1.368901e-03,1.249002e-03,5.983630e-08,2.866655e-12,3.609148e-06,2.615587e-12,2.615524e-12,5.459529e-08,3.293029e-06,6.558125e-08,3.955686e-06,3.142032e-12,8.256796e-02,2.866662e-12,5.983718e-08,2.615525e-12,5.983658e-08,3.609149e-06,5.459572e-08,7.533590e-02,2.386423e-12,5.983747e-07,2.866701e-11,6.558223e-07,3.142079e-11,5.983719e-07,6.558223e-07,1.368922e-02,3.955745e-05,3.609203e-05,2.866697e-11,8.256959e-01,2.615561e-11
-18.00,-5.00,-7.070684e-05,-2.272420e-05,1.828364e+00,7.423478e-01,1.086016e+00,2.780937e-01,7.219063e-01,-3.196962e-06,-2.033583e-05,-1.901804e-09,-5.080998e-11,-1.957336e-11,-4.937142e-09,-2.041756e-05,-3.077515e-06,-1.026804e-08,-1.868856e-10,-2.180542e-10,-6.515117e-08,0.000000e+00,0.000000e+00,0.000000e+00,-1.140379e-05,-1.219245e-05,0.000000e+00,1.417629e-12,5.145362e-08,1.803978e-08,6.547712e-04,1.867608e-03,5.145362e-08,1.417634e-12,5.620766e-06,4.043520e-12,4.043387e-12,1.467613e-07,1.603213e-05,1.803978e-08,1.970669e-06,4.970303e-13,7.152645e-02,1.417630e-12,5.145500e-08,4.043385e-12,5.145405e-08,5.620767e-06,1.467628e-07,2.040151e-01,1.153296e-11,5.145482e-07,1.417654e-11,1.804005e-07,4.970378e-12,5.145438e-07,1.804005e-07,6.547810e-03,1.970699e-05,5.620850e-05,1.417651e-11,7.152812e-01,4.043444e-11
-18.00,-4.50,-1.540705e-04,-5.031824e-05,2.293002e+00,8.290514e-01,1.463951e+00,4.978176e-01,5.021824e-01,-6.971423e-06,-4.435954e-05,-4.583123e-09,-3.544122e-11,-3.513383e-11,-4.623496e-09,-4.323763e-05,-8.002229e-06,-2.307570e-08,-1.278505e-10,-8.411490e-10,-1.208321e-07,0.000000e+00,0.000000e+00,0.000000e+00,-2.536579e-05,-2.597978e-05,0.000000e+00,4.236716e-13,3.579188e-08,4.015790e-09,3.392552e-04,3.023898e-03,3.579188e-08,4.236795e-13,5.261587e-06,3.776368e-12,3.776138e-12,3.190249e-07,4.689827e-05,4.015791e-09,5.903467e-07,4.733240e-14,4.987179e-02,4.236695e-13,3.579410e-08,3.776121e-12,3.579224e-08,5.261588e-06,3.190285e-07,4.445239e-01,3.365786e-11,3.579278e-07,4.236757e-12,4.015851e-08,4.733814e-13,3.579241e-07,4.015848e-08,3.392602e-03,5.903555e-06,5.261666e-05,4.236797e-12,4.987305e-01,3.776180e-11
