LOG([ATP]),LOG([ADP]),K_CAT,K_ROT,OCC_TOT,OCC_ATP,OCC_ADP,POP_CAT,POP_WAIT,+ATP:80,+ATP:120,+ATP:200,+ATP:240,+ATP:320,+ATP:360,-ADP:80,-ADP:120,-ADP:200,-ADP:240,-ADP:320,-ADP:360,HYD:80,HYD:120,HYD:200,HYD:240,HYD:320,HYD:360,80-oho,80-oha,80-oao,80-oaa,80-haa,80-hao,80-ooh,80-och,80-hoh,80-hho,80-hha,80-hch,80-ooa,80-oco,80-ooo,80-oca,80-hoo,80-hoa,80-ohh,80-oah,80-hco,80-hah,80-hca,80-hhh,120-oah,120-oho,120-ooa,120-ooo,120-oha,120-oao,120-oaa,120-ooc,120-ohc,120-ooh,120-oac,120-ohh
-9.00,-18.00,2.018434e-03,7.472218e-04,8.613330e-02,4.294204e-02,4.319126e-02,9.187519e-02,9.081248e-01,9.146038e-05,5.821480e-04,3.784215e-08,3.336680e-07,3.376394e-08,3.740055e-07,5.663952e-04,1.007396e-04,2.134489e-07,1.797985e-06,1.815488e-07,2.106514e-06,0.000000e+00,0.000000e+00,0.000000e+00,2.136187e-04,4.589939e-04,0.000000e+00,4.741637e-12,6.503604e-08,5.204958e-06,7.140705e-02,8.505902e-04,6.503350e-08,4.741976e-12,1.769830e-08,5.829945e-14,5.956406e-14,7.757348e-10,2.154791e-10,5.204958e-06,1.413355e-06,3.794165e-10,1.937425e-02,4.741884e-12,6.220494e-08,5.945215e-14,6.504991e-08,1.770057e-08,7.911275e-10,2.311804e-04,1.344894e-15,6.505081e-07,4.741806e-11,5.205036e-05,3.794220e-09,6.503670e-07,5.205036e-05,7.140812e-01,1.413377e-05,1.770158e-07,4.741632e-11,1.939239e-01,5.937148e-13
-8.50,-18.00,6.392755e-03,2.307884e-03,2.305543e-01,1.149119e-01,1.156424e-01,9.195871e-02,9.080413e-01,2.891336e-04,1.840029e-03,1.196323e-07,8.902329e-07,9.017582e-08,1.180961e-06,1.829821e-03,2.882581e-04,6.861914e-07,4.803459e-06,4.861612e-07,6.776171e-06,0.000000e+00,0.000000e+00,0.000000e+00,7.212977e-04,1.409182e-03,0.000000e+00,4.730583e-12,6.497366e-08,4.391238e-06,6.032725e-02,7.809983e-04,6.496680e-08,4.730990e-12,3.330451e-08,6.532606e-14,7.076641e-14,8.461854e-10,4.554835e-10,4.391237e-06,2.216935e-06,3.196700e-10,3.044081e-02,4.730783e-12,5.739585e-08,7.067282e-14,6.499351e-08,3.329023e-08,8.769629e-10,3.983249e-04,1.414867e-15,6.499429e-07,4.730497e-11,4.391303e-05,3.196746e-09,6.497378e-07,4.391304e-05,6.032815e-01,2.216971e-05,3.329432e-07,4.730659e-11,3.046482e-01,7.042789e-13
-8.00,-18.00,2.019536e-02,6.931776e-03,4.901124e-01,2.440737e-01,2.460387e-01,9.237095e-02,9.076291e-01,9.148837e-04,5.810940e-03,3.784546e-07,1.886250e-06,1.916840e-07,3.716155e-06,5.954149e-03,7.418975e-04,2.213604e-06,1.015061e-05,1.034852e-06,2.185036e-05,0.000000e+00,0.000000e+00,0.000000e+00,2.537211e-03,4.194862e-03,0.000000e+00,4.700074e-12,6.494512e-08,2.941806e-06,4.059211e-02,6.578148e-04,6.493010e-08,4.700393e-12,8.359053e-08,8.001445e-14,1.062643e-13,1.076616e-09,1.480705e-09,2.941804e-06,3.633215e-06,2.132348e-10,5.026850e-02,4.699193e-12,4.882021e-08,1.062195e-13,6.487415e-08,8.342606e-08,1.075421e-09,8.425871e-04,1.981470e-15,6.487471e-07,4.700001e-11,2.941849e-05,2.132380e-09,6.494423e-07,2.941853e-05,4.059271e-01,3.633275e-05,8.344543e-07,4.700263e-11,5.016046e-01,1.060966e-12
-7.50,-18.00,6.370694e-02,2.070871e-02,7.692278e-01,3.820861e-01,3.871417e-01,9.406509e-02,9.059349e-01,2.910963e-03,1.830862e-02,1.202380e-06,2.931644e-06,3.008690e-07,1.156260e-05,1.932532e-02,1.816360e-03,7.107372e-06,1.564251e-05,1.630901e-06,6.968392e-05,0.000000e+00,0.000000e+00,0.000000e+00,8.845277e-03,1.239034e-02,0.000000e+00,4.617536e-12,6.530825e-08,1.444903e-06,2.021361e-02,5.343255e-04,6.528259e-08,4.617719e-12,2.429146e-07,1.134724e-13,2.193331e-13,1.824741e-09,6.844683e-09,1.444898e-06,5.023761e-06,1.033968e-10,7.129474e-02,4.616219e-12,3.991807e-08,2.193402e-13,6.465994e-08,2.420181e-07,1.507278e-09,2.013769e-03,6.011176e-15,6.466019e-07,4.617512e-11,1.444921e-05,1.033983e-09,6.530599e-07,1.444930e-05,2.021391e-01,5.023844e-05,2.421010e-06,4.617646e-11,7.037129e-01,2.193259e-12
-7.00,-18.00,2.002509e-01,6.302714e-02,9.735831e-01,4.800569e-01,4.935261e-01,9.969157e-02,9.003084e-01,9.414731e-03,5.729306e-02,3.869503e-06,3.613170e-06,3.813787e-07,3.475884e-05,6.147509e-02,5.019553e-03,2.227512e-05,1.877420e-05,2.089985e-06,2.125013e-04,0.000000e+00,0.000000e+00,0.000000e+00,2.937847e-02,3.737171e-02,0.000000e+00,4.386780e-12,6.689842e-08,5.611396e-07,8.192810e-03,4.755122e-04,6.685824e-08,4.386100e-12,7.183321e-07,1.987864e-13,5.571971e-13,4.183148e-09,4.207691e-08,5.611278e-07,5.587693e-06,3.863379e-11,8.563319e-02,4.386144e-12,3.450198e-08,5.575348e-13,6.420181e-08,7.149437e-07,2.680924e-09,5.381626e-03,3.204893e-14,6.420162e-07,4.387604e-11,5.611382e-06,3.863436e-10,6.689419e-07,5.611609e-06,8.192932e-02,5.587784e-05,7.152450e-06,4.386147e-11,8.183035e-01,5.574219e-12
-6.50,-18.00,6.228034e-01,1.941574e-01,1.168406e+00,5.660969e-01,6.023089e-01,1.157489e-01,8.842511e-01,3.145889e-02,1.760300e-01,1.278917e-05,4.109403e-06,4.634433e-07,9.489260e-05,1.897513e-01,1.717710e-02,6.663398e-05,1.973522e-05,2.597256e-06,5.837253e-04,0.000000e+00,0.000000e+00,0.000000e+00,9.349531e-02,1.141058e-01,0.000000e+00,3.789105e-12,7.113643e-08,1.974403e-07,3.273256e-03,4.973125e-04,7.106425e-08,3.786229e-12,1.953963e-06,4.215828e-13,1.435357e-12,1.134918e-08,2.988528e-07,1.974127e-07,5.110217e-06,1.228004e-11,9.655033e-02,3.791326e-12,3.182652e-08,1.436351e-12,6.302865e-08,1.943831e-06,6.707166e-09,1.541801e-02,2.180720e-13,6.302758e-07,3.792459e-11,1.974178e-06,1.228023e-10,7.112771e-07,1.974749e-06,3.273304e-02,5.110294e-05,1.944818e-05,3.786359e-11,8.514423e-01,1.436083e-11
-6.00,-18.00,1.884483e+00,5.905454e-01,1.457642e+00,6.846552e-01,7.729867e-01,1.542188e-01,8.457812e-01,1.072268e-01,5.206779e-01,4.318485e-05,4.948873e-06,6.193447e-07,2.075079e-04,5.589210e-01,6.775338e-02,1.838337e-04,1.930587e-05,3.536802e-06,1.279834e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.862609e-01,3.419000e-01,0.000000e+00,2.625384e-12,7.797211e-08,6.712851e-08,1.550800e-03,6.408975e-04,7.781815e-08,2.618589e-12,4.271181e-06,8.993753e-13,3.080932e-12,3.187673e-08,1.917384e-06,6.707335e-08,3.599786e-06,3.390860e-12,1.079257e-01,2.632893e-12,2.997259e-08,3.083808e-12,6.026752e-08,4.247556e-06,2.175203e-08,4.408693e-02,1.382623e-12,6.026501e-07,2.633263e-11,6.707631e-07,3.390909e-11,7.795166e-07,6.719442e-07,1.550820e-02,3.599817e-05,4.250594e-05,2.618831e-11,8.301917e-01,3.083136e-11
-5.50,-18.00,5.345459e+00,1.699131e+00,1.824506e+00,8.197810e-01,1.004725e+00,2.316355e-01,7.683645e-01,3.317299e-01,1.449626e+00,1.369225e-04,6.922771e-06,9.775445e-07,3.184262e-04,1.532987e+00,2.463908e-01,4.605181e-04,1.766983e-05,5.347037e-06,1.958288e-03,0.000000e+00,0.000000e+00,0.000000e+00,8.235917e-01,9.582279e-01,0.000000e+00,1.275028e-12,7.946006e-08,2.066993e-08,9.268055e-04,1.045907e-03,7.912975e-08,1.265191e-12,6.530835e-06,1.597921e-12,4.679301e-12,8.545868e-08,8.925728e-06,2.059417e-08,1.745612e-06,7.682478e-13,1.107554e-01,1.286694e-12,2.794912e-08,4.687054e-12,5.473763e-08,6.489585e-06,7.129443e-08,1.188833e-01,6.413350e-12,5.473435e-07,1.286436e-11,2.059634e-07,7.682564e-12,7.941370e-07,2.076015e-07,9.268105e-03,1.745554e-05,6.498281e-05,1.265531e-11,7.590122e-01,4.685562e-11
-5.00,-18.00,1.306353e+01,4.228679e+00,2.193285e+00,9.233401e-01,1.269945e+00,3.738897e-01,6.261103e-01,7.827554e-01,3.571046e+00,3.535213e-04,1.035946e-05,1.832177e-06,3.423711e-04,3.675825e+00,6.756066e-01,1.029042e-03,1.444107e-05,8.648364e-06,2.026120e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.058866e+00,2.295643e+00,0.000000e+00,4.224820e-13,6.502896e-08,5.074863e-09,5.965176e-04,1.916657e-03,6.446284e-08,4.139876e-13,6.761118e-06,2.094679e-12,4.820172e-12,2.011282e-07,2.771484e-05,5.010728e-09,5.693514e-07,1.227406e-13,9.100527e-02,4.324829e-13,2.406791e-08,4.838677e-12,4.460018e-08,6.699847e-06,1.866464e-07,2.803289e-01,1.988758e-11,4.459809e-07,4.323292e-12,5.012671e-08,1.227359e-12,6.494636e-07,5.151341e-08,5.965048e-03,5.691893e-06,6.721408e-05,4.143389e-12,6.200711e-01,4.835634e-11
-4.50,-18.00,2.436920e+01,8.016271e+00,2.547537e+00,9.931888e-01,1.554348e+00,5.738290e-01,4.261710e-01,1.299908e+00,6.822178e+00,6.661638e-04,1.363041e-05,3.321053e-06,2.969603e-04,6.830437e+00,1.289257e+00,1.848182e-03,9.844800e-06,1.328459e-05,1.500836e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.932284e+00,4.190782e+00,0.000000e+00,1.027846e-13,4.074968e-08,9.915432e-10,3.444709e-04,3.138136e-03,4.008795e-08,9.822042e-14,5.020534e-06,1.753845e-12,3.544962e-12,3.678220e-07,5.686176e-05,9.569157e-10,1.341498e-07,1.141952e-14,5.729192e-02,1.079619e-13,1.618653e-08,3.579916e-12,3.035959e-08,4.932062e-06,3.491092e-07,5.129866e-01,4.077820e-11,3.035919e-07,1.081268e-12,9.584421e-09,1.140938e-13,4.064878e-07,1.032735e-08,3.444349e-03,1.339633e-06,4.972954e-05,9.842564e-13,4.226749e-01,3.574431e-11
