LOG([ATP]),LOG([ADP]),K_CAT,K_ROT,OCC_TOT,OCC_ATP,OCC_ADP,POP_CAT,POP_WAIT,+ATP:80,+ATP:120,+ATP:200,+ATP:240,+ATP:320,+ATP:360,-ADP:80,-ADP:120,-ADP:200,-ADP:240,-ADP:320,-ADP:360,HYD:80,HYD:120,HYD:200,HYD:240,HYD:320,HYD:360,80-oho,80-oha,80-oao,80-oaa,80-haa,80-hao,80-ooh,80-och,80-hoh,80-hho,80-hha,80-hch,80-ooa,80-oco,80-ooo,80-oca,80-hoo,80-hoa,80-ohh,80-oah,80-hco,80-hah,80-hca,80-hhh,120-oah,120-oho,120-ooa,120-ooo,120-oha,120-oao,120-oaa,120-ooc,120-ohc,120-ooh,120-oac,120-ohh
-18.00,-9.00,-8.265073e-06,-4.358299e-06,2.490614e-02,1.243062e-02,1.247552e-02,9.216810e-02,9.078319e-01,-5.312777e-10,-3.028274e-09,-1.763883e-13,-1.628216e-12,-1.654080e-13,-1.704429e-12,-4.606592e-06,-7.520148e-07,-1.206734e-09,-5.490801e-09,-5.621451e-10,-1.185781e-08,0.000000e+00,0.000000e+00,0.000000e+00,2.099278e-07,-3.093713e-06,0.000000e+00,6.215522e-12,8.498011e-08,5.564699e-06,7.609018e-02,1.162106e-03,8.498011e-08,6.215729e-12,1.636796e-08,9.593673e-14,9.531360e-14,1.297660e-09,2.497076e-10,5.564699e-06,1.073548e-06,4.069683e-10,1.467927e-02,6.216338e-12,8.498748e-08,9.514930e-14,8.498009e-08,1.636798e-08,1.297653e-09,2.239567e-04,1.726134e-15,8.498136e-07,6.215666e-11,5.564782e-05,4.069742e-09,8.498137e-07,5.564782e-05,7.609132e-01,1.073564e-05,1.636821e-07,6.215496e-11,1.467948e-01,9.500077e-13
-18.00,-8.50,1.082276e-05,4.581859e-06,7.577367e-02,3.781485e-02,3.795883e-02,9.223541e-02,9.077646e-01,-1.712685e-09,-9.606931e-09,-5.694858e-13,-4.950437e-12,-5.031705e-13,-5.539443e-12,5.526172e-06,8.190616e-07,1.776881e-09,4.557006e-09,4.715289e-10,1.033878e-08,0.000000e+00,0.000000e+00,0.000000e+00,3.623640e-07,4.109351e-06,0.000000e+00,6.204980e-12,8.486381e-08,5.276180e-06,7.216600e-02,1.160645e-03,8.486380e-08,6.205057e-12,2.189207e-08,1.008752e-13,1.001342e-13,1.365203e-09,3.850213e-10,5.276180e-06,1.359651e-06,3.857598e-10,1.859701e-02,6.205535e-12,8.485726e-08,1.000672e-13,8.486381e-08,2.189203e-08,1.365143e-09,2.994623e-04,2.241227e-15,8.486508e-07,6.205253e-11,5.276259e-05,3.857655e-09,8.486507e-07,5.276259e-05,7.216707e-01,1.359671e-05,2.189237e-07,6.204915e-11,1.859728e-01,9.990408e-13
-18.00,-8.00,-3.201876e-06,-8.378905e-07,2.057613e-01,1.026578e-01,1.031035e-01,9.244454e-02,9.075555e-01,-5.294514e-09,-3.003027e-08,-1.770374e-12,-1.342494e-11,-1.367489e-12,-1.737958e-11,-1.719902e-06,-2.035875e-07,-5.526392e-10,-1.444091e-09,-1.493035e-10,-3.984039e-09,0.000000e+00,0.000000e+00,0.000000e+00,-5.279283e-07,-7.089694e-07,0.000000e+00,6.177185e-12,8.456370e-08,4.540019e-06,6.215336e-02,1.157713e-03,8.456370e-08,6.177534e-12,3.888862e-08,1.154292e-13,1.153348e-13,1.575055e-09,7.175946e-10,4.540019e-06,2.088333e-06,3.316182e-10,2.858945e-02,6.177347e-12,8.456546e-08,1.153665e-13,8.456371e-08,3.888863e-08,1.575102e-09,5.324308e-04,2.304699e-15,8.456497e-07,6.177391e-11,4.540087e-05,3.316231e-09,8.456496e-07,4.540087e-05,6.215429e-01,2.088364e-05,3.888921e-07,6.177233e-11,2.858988e-01,1.151256e-12
-18.00,-7.50,5.803305e-06,2.528545e-06,4.532212e-01,2.259266e-01,2.272945e-01,9.310790e-02,9.068921e-01,-1.670785e-08,-9.505768e-08,-5.630662e-12,-2.944395e-11,-3.022935e-12,-5.482508e-11,3.181709e-06,3.851892e-07,8.924236e-10,2.402976e-09,2.509836e-10,7.303477e-09,0.000000e+00,0.000000e+00,0.000000e+00,5.217972e-07,1.815619e-06,0.000000e+00,6.116401e-12,8.397136e-08,3.146820e-06,4.320412e-02,1.152830e-03,8.397135e-08,6.116664e-12,9.228172e-08,1.636806e-13,1.634574e-13,2.240771e-09,2.469192e-09,3.146820e-06,3.457798e-06,2.292071e-10,4.747377e-02,6.116777e-12,8.396773e-08,1.634807e-13,8.397132e-08,9.228169e-08,2.240695e-09,1.266906e-03,4.620039e-15,8.397257e-07,6.116553e-11,3.146866e-05,2.292105e-09,8.397261e-07,3.146866e-05,4.320476e-01,3.457849e-05,9.228307e-07,6.116446e-11,4.747444e-01,1.632563e-12
-18.00,-7.00,-1.278295e-06,-4.160713e-07,7.360901e-01,3.659625e-01,3.701276e-01,9.519720e-02,9.048028e-01,-5.254589e-08,-2.993304e-07,-1.802663e-11,-4.718588e-11,-4.964565e-12,-1.713375e-10,-4.406328e-07,-5.470133e-08,-7.199338e-11,-3.555092e-10,-3.763372e-11,-1.560435e-09,0.000000e+00,0.000000e+00,0.000000e+00,-5.087213e-10,-4.283090e-07,0.000000e+00,6.004751e-12,8.318826e-08,1.595250e-06,2.210025e-02,1.152480e-03,8.318826e-08,6.004833e-12,2.573533e-07,3.133457e-13,3.130809e-13,4.338092e-09,1.342442e-08,1.595250e-06,4.935124e-06,1.151523e-10,6.837012e-02,6.004829e-12,8.318874e-08,3.132140e-13,8.318827e-08,2.573533e-07,4.338100e-09,3.565359e-03,1.633721e-14,8.318951e-07,6.004861e-11,1.595274e-05,1.151540e-09,8.318950e-07,1.595274e-05,2.210058e-01,4.935198e-05,2.573572e-06,6.004846e-11,6.837115e-01,3.131451e-12
-18.00,-6.50,-3.674262e-06,-1.062424e-06,9.414877e-01,4.643694e-01,4.771183e-01,1.017415e-01,8.982585e-01,-1.649551e-07,-9.395497e-07,-5.923563e-11,-5.796171e-11,-6.565043e-12,-5.230045e-10,-1.060765e-06,-9.734499e-09,-2.809913e-10,-2.324665e-10,-2.793684e-11,-2.809850e-09,0.000000e+00,0.000000e+00,0.000000e+00,-6.884685e-07,-8.067910e-07,0.000000e+00,5.770987e-12,8.221828e-08,6.197216e-07,8.829142e-03,1.171365e-03,8.221828e-08,5.770970e-12,7.541654e-07,7.656853e-13,7.656749e-13,1.090791e-08,1.000562e-07,6.197216e-07,5.684553e-06,4.349815e-11,8.098748e-02,5.770984e-12,8.221868e-08,7.656948e-13,8.221832e-08,7.541655e-07,1.090800e-08,1.074461e-02,1.016590e-13,8.221955e-07,5.771052e-11,6.197309e-06,4.349880e-10,8.221951e-07,6.197309e-06,8.829274e-02,5.684638e-05,7.541767e-06,5.771050e-11,8.098873e-01,7.656525e-12
-18.00,-6.00,-1.037663e-05,-3.225010e-06,1.113426e+00,5.373723e-01,5.760538e-01,1.218187e-01,8.781813e-01,-5.098528e-07,-2.903928e-06,-2.062205e-10,-6.126370e-11,-8.498339e-12,-1.486690e-09,-3.209979e-06,-2.715496e-07,-9.747374e-10,-2.368808e-10,-3.834785e-11,-8.054578e-09,0.000000e+00,0.000000e+00,0.000000e+00,-1.590258e-06,-1.880000e-06,0.000000e+00,5.179439e-12,8.022754e-08,2.072037e-07,3.209523e-03,1.242708e-03,8.022754e-08,5.179450e-12,2.114695e-06,2.005507e-12,2.005442e-12,3.106356e-08,8.187967e-07,2.072037e-07,5.461639e-06,1.337689e-11,8.459902e-02,5.179446e-12,8.022800e-08,2.005432e-12,8.022765e-08,2.114695e-06,3.106376e-08,3.275617e-02,7.765276e-13,8.022885e-07,5.179517e-11,2.072068e-06,1.337710e-10,8.022874e-07,2.072068e-06,3.209571e-02,5.461721e-05,2.114727e-05,5.179511e-11,8.460040e-01,2.005458e-11
-18.00,-5.50,-3.024736e-05,-9.521371e-06,1.382535e+00,6.355762e-01,7.469593e-01,1.797179e-01,8.202821e-01,-1.504735e-06,-8.571672e-06,-7.667850e-10,-5.873129e-11,-1.286766e-11,-3.499934e-09,-9.078704e-06,-9.318796e-07,-3.403943e-09,-2.019217e-10,-6.805568e-11,-2.190690e-08,0.000000e+00,0.000000e+00,0.000000e+00,-4.716881e-06,-5.413569e-06,0.000000e+00,3.857301e-12,7.488630e-08,6.287895e-08,1.220748e-03,1.453874e-03,7.488631e-08,3.857313e-12,4.956435e-06,4.593950e-12,4.593877e-12,8.918716e-08,5.902959e-06,6.287895e-08,4.161731e-06,3.238690e-12,8.079656e-02,3.857303e-12,7.488695e-08,4.593878e-12,7.488656e-08,4.956436e-06,8.918784e-08,9.622608e-02,5.471164e-12,7.488768e-07,3.857360e-11,6.287989e-07,3.238734e-11,7.488742e-07,6.287989e-07,1.220767e-02,4.161793e-05,4.956510e-05,3.857362e-11,8.079805e-01,4.593945e-11
-18.00,-5.00,-7.904286e-05,-2.546100e-05,1.823253e+00,7.711753e-01,1.052077e+00,3.207299e-01,6.792701e-01,-3.928718e-06,-2.238584e-05,-2.635551e-09,-4.904319e-11,-2.315685e-11,-5.581928e-09,-2.286628e-05,-3.462020e-06,-1.115952e-08,-1.404296e-10,-1.810294e-10,-5.121263e-08,0.000000e+00,0.000000e+00,0.000000e+00,-1.261346e-05,-1.371556e-05,0.000000e+00,1.951381e-12,6.199692e-08,1.665808e-08,5.292484e-04,1.969752e-03,6.199692e-08,1.951383e-12,7.893740e-06,7.262618e-12,7.262443e-12,2.307393e-07,2.937882e-05,1.665808e-08,2.120998e-06,5.243906e-13,6.738613e-02,1.951390e-12,6.199796e-08,7.262440e-12,6.199732e-08,7.893741e-06,2.307412e-07,2.507968e-01,2.702925e-11,6.199824e-07,1.951404e-11,1.665833e-07,5.244033e-12,6.199784e-07,1.665833e-07,5.292563e-03,2.121029e-05,7.893858e-05,1.951405e-11,6.738758e-01,7.262545e-11
-18.00,-4.50,-1.610289e-04,-5.283337e-05,2.327545e+00,8.860612e-01,1.441484e+00,5.578514e-01,4.421486e-01,-8.006182e-06,-4.563000e-05,-6.482133e-09,-3.200795e-11,-4.038438e-11,-5.137774e-09,-4.529307e-05,-8.353667e-06,-2.623820e-08,-8.589615e-11,-6.300050e-10,-8.866146e-08,0.000000e+00,0.000000e+00,0.000000e+00,-2.618026e-05,-2.743839e-05,0.000000e+00,5.738312e-13,4.035074e-08,3.473521e-09,2.442576e-04,2.837572e-03,4.035074e-08,5.738228e-13,7.262396e-06,6.666214e-12,6.665896e-12,4.687594e-07,8.436814e-05,3.473522e-09,6.251748e-07,4.945678e-14,4.396160e-02,5.738244e-13,4.035237e-08,6.665907e-12,4.035107e-08,7.262397e-06,4.687637e-07,5.107073e-01,7.743844e-11,4.035167e-07,5.738297e-12,3.473573e-08,4.945113e-13,4.035134e-07,3.473572e-08,2.442612e-03,6.251841e-06,7.262505e-05,5.738312e-12,4.396263e-01,6.665988e-11
