LOG([ATP]),LOG([ADP]),K_CAT,K_ROT,OCC_TOT,OCC_ATP,OCC_ADP,POP_CAT,POP_WAIT,+ATP:80,+ATP:120,+ATP:200,+ATP:240,+ATP:320,+ATP:360,-ADP:80,-ADP:120,-ADP:200,-ADP:240,-ADP:320,-ADP:360,HYD:80,HYD:120,HYD:200,HYD:240,HYD:320,HYD:360,80-oho,80-oha,80-oao,80-oaa,80-haa,80-hao,80-ooh,80-och,80-hoh,80-hho,80-hha,80-hch,80-ooa,80-oco,80-ooo,80-oca,80-hoo,80-hoa,80-ohh,80-oah,80-hco,80-hah,80-hca,80-hhh,120-oah,120-oho,120-ooa,120-ooo,120-oha,120-oao,120-oaa,120-ooc,120-ohc,120-ooh,120-oac,120-ohh
-9.00,-18.00,4.853112e-03,3.394837e-03,8.518993e-02,4.274415e-02,4.244578e-02,9.109750e-01,8.902502e-02,1.461341e-04,1.463527e-03,4.964858e-06,1.100974e-07,1.218311e-06,4.961200e-07,1.552430e-03,1.852321e-08,5.056547e-05,9.601712e-07,9.825206e-06,4.936600e-06,0.000000e+00,0.000000e+00,0.000000e+00,3.555242e-04,1.262402e-03,0.000000e+00,1.557555e-08,4.847860e-05,4.784245e-07,1.489087e-03,1.508885e-01,4.847859e-05,1.557546e-08,2.305272e-04,1.578247e-06,1.578265e-06,4.912314e-03,2.335919e-02,4.784217e-07,2.275023e-06,1.537117e-10,7.080959e-03,1.557546e-08,4.847804e-05,1.578265e-06,4.847860e-05,2.305271e-04,4.912314e-03,7.175097e-01,1.599249e-04,4.847932e-04,1.557577e-07,4.784309e-06,1.537146e-09,4.847932e-04,4.784316e-06,1.489109e-02,2.275054e-05,2.305306e-03,1.557576e-07,7.081062e-02,1.578289e-05
-8.50,-18.00,1.525966e-02,9.727923e-03,2.280898e-01,1.145012e-01,1.135886e-01,9.109883e-01,8.901171e-02,4.589840e-04,4.606618e-03,1.561437e-05,2.944255e-07,3.258896e-06,1.554418e-06,4.882918e-03,5.836863e-08,1.591481e-04,2.566228e-06,2.626378e-05,1.551328e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.206003e-03,3.880869e-03,0.000000e+00,1.315553e-08,4.100611e-05,4.046107e-07,1.261180e-03,1.278163e-01,4.100608e-05,1.315530e-08,2.378578e-04,1.333226e-06,1.333275e-06,4.155828e-03,2.410592e-02,4.046033e-07,2.346974e-06,1.298064e-10,7.315497e-03,1.315531e-08,4.100459e-05,1.333275e-06,4.100610e-05,2.378572e-04,4.155827e-03,7.413957e-01,1.351229e-04,4.100671e-04,1.315572e-07,4.046149e-06,1.298087e-09,4.100671e-04,4.046168e-06,1.261199e-02,2.347002e-05,2.378608e-03,1.315567e-07,7.315582e-02,1.333295e-05
-8.00,-18.00,4.773244e-02,2.505308e-02,4.872529e-01,2.449813e-01,2.422716e-01,9.110296e-01,8.897037e-02,1.429685e-03,1.442025e-02,4.878319e-05,6.254383e-07,6.926427e-06,4.818612e-06,1.530212e-02,1.834140e-07,4.988021e-04,5.451564e-06,5.582131e-05,4.849377e-05,0.000000e+00,0.000000e+00,0.000000e+00,4.274819e-03,1.163567e-02,0.000000e+00,8.804760e-09,2.757110e-05,2.718989e-07,8.514190e-04,8.633418e-02,2.757105e-05,8.804261e-09,2.505216e-04,8.927172e-07,8.928202e-07,2.795720e-03,2.540199e-02,2.718832e-07,2.470646e-06,8.682770e-11,7.736072e-03,8.804293e-09,2.756786e-05,8.928215e-07,2.757110e-05,2.505175e-04,2.795720e-03,7.844070e-01,9.053247e-05,2.757150e-04,8.804863e-08,2.718991e-06,8.683031e-10,2.757150e-04,2.719031e-06,8.514314e-03,2.470661e-05,2.505215e-03,8.804773e-08,7.736016e-02,8.928346e-06
-7.50,-18.00,1.481533e-01,6.011640e-02,7.684013e-01,3.881536e-01,3.802477e-01,9.111552e-01,8.884481e-02,4.418146e-03,4.478916e-02,1.507667e-04,9.694884e-07,1.075543e-05,1.476527e-05,4.759247e-02,5.719097e-07,1.546201e-03,8.451235e-06,8.666890e-05,1.500205e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.492842e-02,3.445597e-02,0.000000e+00,4.266708e-09,1.355436e-05,1.334412e-07,4.239086e-04,4.305626e-02,1.355428e-05,4.265944e-09,2.612565e-04,4.332349e-07,4.333935e-07,1.376719e-03,2.653090e-02,1.334169e-07,2.572350e-06,4.200194e-11,8.169656e-03,4.265992e-09,1.354931e-05,4.333955e-07,1.355436e-05,2.612365e-04,1.376718e-03,8.295962e-01,4.402021e-05,1.355456e-04,4.266729e-08,1.334373e-06,4.200445e-10,1.355453e-04,1.334434e-06,4.239141e-03,2.572327e-05,2.612412e-03,4.266591e-08,8.168935e-02,4.334016e-06
-7.00,-18.00,4.511362e-01,1.511502e-01,9.742965e-01,4.985683e-01,4.757281e-01,9.115121e-01,8.848786e-02,1.342703e-02,1.364404e-01,4.527589e-04,1.169487e-06,1.304495e-05,4.408558e-05,1.451646e-01,1.744490e-06,4.645830e-03,1.019910e-05,1.050517e-04,4.515437e-04,0.000000e+00,0.000000e+00,0.000000e+00,4.861897e-02,1.017598e-01,0.000000e+00,1.571506e-09,5.217365e-06,5.109010e-08,1.696092e-04,1.731627e-02,5.217249e-06,1.570619e-09,2.587807e-04,1.603007e-07,1.604878e-07,5.327089e-04,2.640254e-02,5.106055e-08,2.535035e-06,1.538289e-11,8.410200e-03,1.570666e-09,5.211158e-06,1.604902e-07,5.217414e-06,2.587072e-04,5.327047e-04,8.575903e-01,1.638705e-05,5.217487e-05,1.571479e-08,5.108378e-07,1.538525e-10,5.217393e-05,5.109099e-07,1.696097e-03,2.534897e-05,2.587131e-03,1.571321e-08,8.407227e-02,1.604922e-06
-6.50,-18.00,1.297160e+00,4.007149e-01,1.167419e+00,6.144126e-01,5.530067e-01,9.123238e-01,8.767617e-02,3.865703e-02,3.923456e-01,1.247683e-03,1.238545e-06,1.404819e-05,1.209570e-04,4.182544e-01,5.003080e-06,1.275162e-02,1.083088e-05,1.126794e-04,1.252478e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.446019e-01,2.877848e-01,0.000000e+00,4.762252e-10,1.795315e-06,1.729192e-08,6.518368e-05,6.753635e-03,1.795123e-06,4.753818e-10,2.332429e-04,4.926690e-08,4.945425e-08,1.862425e-04,2.412508e-02,1.726019e-08,2.248306e-06,4.580404e-12,8.472587e-03,4.754037e-10,1.788251e-06,4.945679e-08,1.795483e-06,2.330186e-04,1.862280e-04,8.720539e-01,5.132395e-06,1.795508e-05,4.761813e-09,1.728500e-07,4.582500e-11,1.795223e-05,1.729214e-07,6.517941e-04,2.247869e-05,2.330278e-03,4.760371e-09,8.463487e-02,4.945689e-07
-6.00,-18.00,3.298895e+00,1.015726e+00,1.451463e+00,7.926902e-01,6.587732e-01,9.130544e-01,8.694557e-02,9.892725e-02,9.975997e-01,2.817598e-03,1.236513e-06,1.472427e-05,2.710600e-04,1.068228e+00,1.260394e-05,2.838059e-02,1.099055e-05,1.153702e-04,2.883584e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.789274e-01,7.207044e-01,0.000000e+00,1.184081e-10,6.121024e-07,5.607322e-09,2.909549e-05,3.102702e-03,6.117344e-07,1.177622e-10,1.778720e-04,1.276361e-08,1.293290e-08,6.629411e-05,1.903610e-02,5.574936e-09,1.628873e-06,1.079450e-12,8.506830e-03,1.177273e-10,6.030514e-07,1.293562e-08,6.125422e-07,1.773050e-04,6.623555e-05,8.818865e-01,1.406826e-06,6.125524e-06,1.183641e-09,5.600915e-08,1.080883e-11,6.118259e-06,5.607000e-08,2.908266e-04,1.627872e-05,1.773221e-03,1.182664e-09,8.485276e-02,1.293459e-07
-5.50,-18.00,7.237853e+00,2.331160e+00,1.811349e+00,1.008153e+00,8.031958e-01,9.099238e-01,9.007617e-02,2.202826e-01,2.187161e+00,4.712613e-03,1.204478e-06,1.625093e-05,4.445154e-04,2.361880e+00,2.713999e-05,4.550349e-02,1.147035e-05,1.158042e-04,5.079875e-03,0.000000e+00,0.000000e+00,0.000000e+00,8.667898e-01,1.545828e+00,0.000000e+00,2.451567e-11,2.327944e-07,1.833202e-09,1.802449e-05,1.914741e-03,2.320526e-07,2.412521e-11,1.137289e-04,2.928240e-09,3.091702e-09,2.722611e-05,1.274600e-02,1.801679e-09,8.874230e-07,1.919235e-13,8.913683e-03,2.403093e-11,2.168760e-07,3.095280e-09,2.337265e-07,1.125453e-04,2.700508e-05,8.860487e-01,3.740003e-07,2.337212e-06,2.447866e-10,1.827867e-08,1.926496e-12,2.321677e-06,1.832452e-08,1.799433e-04,8.858596e-06,1.125794e-03,2.443833e-10,8.875685e-02,3.092806e-08
-5.00,-18.00,1.432077e+01,4.876178e+00,2.172623e+00,1.191936e+00,9.806869e-01,8.965474e-01,1.034526e-01,4.485544e-01,4.318373e+00,6.089860e-03,1.167025e-06,2.009599e-05,5.498564e-04,4.712917e+00,5.256444e-05,5.318055e-02,1.320207e-05,1.143540e-04,7.311061e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.789858e+00,2.983730e+00,0.000000e+00,5.210150e-12,1.224894e-07,6.373853e-10,1.640249e-05,1.507503e-03,1.210251e-07,4.998242e-12,7.719830e-05,7.427590e-10,9.573026e-10,1.427342e-05,8.035426e-03,6.093482e-10,3.916156e-07,2.838227e-14,1.030712e-02,4.889546e-12,8.885981e-08,9.634186e-10,1.242331e-07,7.500437e-05,1.363180e-05,8.764998e-01,1.246653e-07,1.241806e-06,5.181499e-11,6.332590e-09,2.867309e-13,1.212121e-06,6.365327e-09,1.633912e-04,3.899700e-06,7.507189e-04,5.176787e-11,1.025321e-01,9.582934e-09
-4.50,-18.00,2.426893e+01,8.551702e+00,2.522973e+00,1.337404e+00,1.185570e+00,8.733989e-01,1.266011e-01,8.101044e-01,7.272079e+00,6.849172e-03,1.132106e-06,2.630537e-05,5.827276e-04,8.028967e+00,8.787110e-05,5.098004e-02,1.616385e-05,1.114746e-04,9.480115e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.115554e+00,4.974088e+00,0.000000e+00,1.478923e-12,1.016104e-07,2.498082e-10,1.868984e-05,1.328908e-03,9.910270e-08,1.356414e-12,7.036445e-05,2.435223e-10,5.651718e-10,9.322778e-06,5.147385e-03,2.276341e-10,1.676560e-07,4.079077e-15,1.264297e-02,1.279267e-12,4.006613e-08,5.754206e-10,1.044535e-07,6.680590e-05,8.018993e-06,8.541059e-01,5.649071e-08,1.043212e-06,1.458570e-11,2.469194e-09,4.135943e-14,9.940487e-07,2.491583e-09,1.857858e-04,1.664165e-06,6.692171e-04,1.465312e-11,1.257424e-01,5.664531e-09
