LOG([ATP]),LOG([ADP]),K_CAT,K_ROT,OCC_TOT,OCC_ATP,OCC_ADP,POP_CAT,POP_WAIT,+ATP:80,+ATP:120,+ATP:200,+ATP:240,+ATP:320,+ATP:360,-ADP:80,-ADP:120,-ADP:200,-ADP:240,-ADP:320,-ADP:360,HYD:80,HYD:120,HYD:200,HYD:240,HYD:320,HYD:360,80-oho,80-oha,80-oao,80-oaa,80-haa,80-hao,80-ooh,80-och,80-hoh,80-hho,80-hha,80-hch,80-ooa,80-oco,80-ooo,80-oca,80-hoo,80-hoa,80-ohh,80-oah,80-hco,80-hah,80-hca,80-hhh,120-oah,120-oho,120-ooa,120-ooo,120-oha,120-oao,120-oaa,120-ooc,120-ohc,120-ooh,120-oac,120-ohh
-9.00,-9.00,5.641855e-03,3.394413e-03,1.206997e-01,6.054929e-02,6.015042e-02,8.170310e-01,1.829690e-01,1.740455e-04,1.698864e-03,5.841731e-06,2.090761e-07,9.560433e-07,1.348215e-06,1.796627e-03,2.400448e-08,6.015603e-05,1.825607e-06,8.151938e-06,1.342051e-05,0.000000e+00,0.000000e+00,0.000000e+00,4.330214e-04,1.447364e-03,0.000000e+00,5.263284e-08,6.934077e-05,1.588387e-06,2.092609e-03,9.135243e-02,6.934076e-05,5.263274e-08,5.147096e-04,2.297669e-06,2.297678e-06,3.027058e-03,2.246957e-02,1.588384e-06,1.179045e-05,1.205658e-09,1.553321e-02,5.263275e-08,6.934046e-05,2.297678e-06,6.934076e-05,5.147108e-04,3.027058e-03,6.781000e-01,1.003047e-04,6.934180e-04,5.263362e-07,1.588409e-05,1.205676e-08,6.934180e-04,1.588410e-05,2.092640e-02,1.179063e-04,5.147186e-03,5.263360e-07,1.553348e-01,2.297713e-05
-8.50,-9.00,1.768602e-02,9.720549e-03,2.712909e-01,1.361737e-01,1.351172e-01,8.170551e-01,1.829449e-01,5.599816e-04,5.308839e-03,1.825241e-05,5.489796e-07,2.511137e-06,4.328127e-06,5.638464e-03,7.567940e-08,1.895019e-04,4.795295e-06,2.141564e-05,4.208295e-05,0.000000e+00,0.000000e+00,0.000000e+00,1.341127e-03,4.554100e-03,0.000000e+00,4.366840e-08,5.759301e-05,1.319049e-06,1.739656e-03,7.595759e-02,5.759299e-05,4.366814e-08,5.262594e-04,1.906646e-06,1.906672e-06,2.514650e-03,2.297792e-02,1.319041e-06,1.205302e-05,1.000132e-09,1.589612e-02,4.366815e-08,5.759221e-05,1.906672e-06,5.759300e-05,5.262684e-04,2.514650e-03,6.940679e-01,8.324993e-05,5.759386e-04,4.366902e-07,1.319067e-05,1.000147e-08,5.759386e-04,1.319069e-05,1.739682e-02,1.205319e-04,5.262764e-03,4.366899e-07,1.589665e-01,1.906701e-05
-8.00,-9.00,5.497618e-02,2.522878e-02,5.306011e-01,2.668146e-01,2.637865e-01,8.171271e-01,1.828729e-01,1.820245e-03,1.642721e-02,5.642828e-05,1.129619e-06,5.172459e-06,1.400966e-05,1.754830e-02,2.373872e-07,5.933510e-04,9.867460e-06,4.408748e-05,1.307509e-04,0.000000e+00,0.000000e+00,0.000000e+00,4.091836e-03,1.423355e-02,0.000000e+00,2.834787e-08,3.751520e-05,8.587305e-07,1.136431e-03,4.964665e-02,3.751515e-05,2.834735e-08,5.451363e-04,1.238374e-06,1.238427e-06,1.638905e-03,2.381602e-02,8.587143e-07,1.247909e-05,6.488856e-10,1.651309e-02,2.834736e-08,3.751351e-05,1.238428e-06,3.751516e-05,5.451920e-04,1.638905e-03,7.214246e-01,5.410252e-05,3.751572e-04,2.834824e-07,8.587393e-06,6.488976e-09,3.751574e-04,8.587431e-06,1.136448e-02,1.247924e-04,5.452005e-03,2.834817e-07,1.651512e-01,1.238446e-05
-7.50,-9.00,1.698853e-01,6.247517e-02,7.934344e-01,4.011771e-01,3.922573e-01,8.173388e-01,1.826612e-01,5.869983e-03,5.053045e-02,1.730329e-04,1.695609e-06,7.789920e-06,4.491934e-05,5.430178e-02,7.400859e-07,1.842072e-03,1.481609e-05,6.628862e-05,4.032429e-04,0.000000e+00,0.000000e+00,0.000000e+00,1.243346e-02,4.419506e-02,0.000000e+00,1.335703e-08,1.786703e-05,4.082619e-07,5.461075e-04,2.389889e-02,1.786695e-05,1.335625e-08,5.595795e-04,5.844685e-07,5.845487e-07,7.819001e-04,2.449263e-02,4.082377e-07,1.279008e-05,3.051989e-10,1.710176e-02,1.335626e-08,1.786435e-05,5.845503e-07,1.786687e-05,5.598365e-04,7.818985e-04,7.485037e-01,2.558131e-05,1.786713e-04,1.335715e-07,4.082619e-06,3.052068e-09,1.786725e-04,4.082676e-06,5.461149e-03,1.279018e-04,5.598457e-03,1.335704e-07,1.711021e-01,5.845585e-06
-7.00,-9.00,5.186051e-01,1.637537e-01,9.745092e-01,5.004460e-01,4.740632e-01,8.179360e-01,1.820640e-01,1.832462e-02,1.538720e-01,5.215536e-04,2.007453e-06,9.317151e-06,1.388362e-04,1.659654e-01,2.268944e-06,5.581889e-03,1.756298e-05,7.888820e-05,1.222325e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.796829e-02,1.349002e-01,0.000000e+00,4.888916e-09,6.759487e-06,1.535995e-07,2.123580e-04,9.343564e-03,6.759329e-06,4.888029e-09,5.534024e-04,2.150392e-07,2.151369e-07,2.974123e-04,2.436238e-02,1.535713e-07,1.258804e-05,1.110856e-10,1.738345e-02,4.887977e-09,6.755748e-06,2.151391e-07,6.758927e-06,5.543199e-04,2.974070e-04,7.648817e-01,9.466399e-06,6.759028e-05,4.888896e-08,1.535948e-06,1.110912e-09,6.759478e-05,1.536012e-06,2.123592e-03,1.258799e-04,5.543304e-03,4.888784e-08,1.741307e-01,2.151414e-06
-6.50,-9.00,1.511068e+00,4.487107e-01,1.141463e+00,6.077079e-01,5.337553e-01,8.192988e-01,1.807012e-01,5.362471e-02,4.481846e-01,1.472195e-03,2.107843e-06,1.008023e-05,3.958475e-04,4.844019e-01,6.605303e-06,1.569378e-02,1.854209e-05,8.404064e-05,3.484398e-03,0.000000e+00,0.000000e+00,0.000000e+00,1.141973e-01,3.894918e-01,0.000000e+00,1.521197e-09,2.317592e-06,5.174999e-08,7.883022e-05,3.523789e-03,2.317226e-06,1.520353e-09,5.100262e-04,6.798238e-08,6.809424e-08,1.036462e-04,2.283097e-02,5.172154e-08,1.142313e-05,3.396668e-11,1.737502e-02,1.520126e-09,2.311835e-06,6.809776e-08,2.315956e-06,5.127089e-04,1.036281e-04,7.742361e-01,3.046957e-06,2.315999e-05,1.521109e-08,5.174400e-07,3.397091e-10,2.317325e-05,5.174967e-07,7.882596e-04,1.142266e-04,5.127228e-03,1.521031e-08,1.746234e-01,6.809665e-07
-6.00,-9.00,3.924188e+00,1.163324e+00,1.406761e+00,7.912492e-01,6.155120e-01,8.203358e-01,1.796642e-01,1.378011e-01,1.165799e+00,3.504221e-03,2.084021e-06,1.078148e-05,9.455788e-04,1.262823e+00,1.702839e-05,3.660552e-02,1.881594e-05,8.585475e-05,8.512712e-03,0.000000e+00,0.000000e+00,0.000000e+00,3.245721e-01,9.834904e-01,0.000000e+00,4.064609e-10,7.965767e-07,1.683007e-08,3.307980e-05,1.529775e-03,7.957092e-07,4.058113e-10,4.110608e-04,1.901585e-08,1.915620e-08,3.718660e-05,1.914121e-02,1.680441e-08,8.747812e-06,8.609048e-12,1.730341e-02,4.052283e-10,7.855327e-07,1.916260e-08,7.928910e-07,4.170065e-04,3.712264e-05,7.814130e-01,8.992626e-07,7.929249e-06,4.063293e-09,1.682479e-07,8.611956e-11,7.958173e-06,1.682836e-07,3.306624e-04,8.746504e-05,4.170288e-03,4.063374e-09,1.750594e-01,1.915781e-07
-5.50,-9.00,8.568237e+00,2.638825e+00,1.790843e+00,1.052244e+00,7.385987e-01,8.128041e-01,1.871959e-01,2.934874e-01,2.554645e+00,6.244270e-03,1.971546e-06,1.211508e-05,1.688026e-03,2.778269e+00,3.657870e-05,6.145359e-02,1.973334e-05,8.558875e-05,1.621411e-02,0.000000e+00,0.000000e+00,0.000000e+00,8.344697e-01,2.021609e+00,0.000000e+00,9.400981e-11,3.112535e-07,5.526114e-09,1.893757e-05,8.775620e-04,3.093945e-07,9.363296e-11,2.855598e-04,4.923721e-09,5.142554e-09,1.552535e-05,1.382623e-02,5.504444e-09,5.121728e-06,1.717043e-12,1.808396e-02,9.267084e-11,2.869512e-07,5.155010e-09,3.060122e-07,2.934257e-04,1.531160e-05,7.793809e-01,2.668788e-07,3.060414e-06,9.385025e-10,5.522438e-08,1.718573e-11,3.095577e-06,5.523357e-08,1.890600e-04,5.119495e-05,2.934658e-03,9.396190e-10,1.840147e-01,5.143964e-08
-5.00,-9.00,1.588283e+01,5.152339e+00,2.208226e+00,1.315012e+00,8.932143e-01,7.830164e-01,2.169836e-01,5.343439e-01,4.749301e+00,8.347018e-03,1.785154e-06,1.472581e-05,2.266942e-03,5.197850e+00,6.641299e-05,7.162538e-02,2.291669e-05,8.258038e-05,2.462787e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.835901e+00,3.458374e+00,0.000000e+00,2.207309e-11,1.727580e-07,1.912714e-09,1.648487e-05,6.428928e-04,1.692870e-07,2.187930e-11,2.142058e-04,1.425799e-09,1.817983e-09,8.204206e-06,8.994052e-03,1.893124e-09,2.369055e-06,2.840070e-13,2.116475e-02,2.090104e-11,1.216123e-07,1.841051e-09,1.695658e-07,2.168898e-04,7.638901e-06,7.517481e-01,9.636509e-08,1.695502e-06,2.192450e-10,1.910252e-08,2.845720e-12,1.695494e-06,1.910040e-08,1.642289e-04,2.366678e-05,2.169607e-03,2.207498e-10,2.146227e-01,1.819734e-08
-4.50,-9.00,2.443346e+01,8.209270e+00,2.581896e+00,1.530894e+00,1.051002e+00,7.369580e-01,2.630420e-01,8.595900e-01,7.272927e+00,9.355378e-03,1.576389e-06,1.822788e-05,2.594136e-03,8.046761e+00,1.006854e-04,6.538110e-02,2.779241e-05,7.772883e-05,3.213792e-02,0.000000e+00,0.000000e+00,0.000000e+00,3.135015e+00,5.009471e+00,0.000000e+00,6.437379e-12,1.477209e-07,7.267063e-10,1.836699e-05,5.305971e-04,1.423343e-07,6.299646e-12,2.101744e-04,5.543300e-10,1.180661e-09,5.299258e-06,5.574196e-03,7.067976e-10,1.010347e-06,4.403922e-14,2.593539e-02,5.665963e-12,6.144861e-08,1.216801e-09,1.497377e-07,2.016658e-04,4.251145e-06,7.044765e-01,4.363882e-08,1.496429e-06,6.332809e-11,7.247249e-09,4.423256e-13,1.427164e-06,7.251200e-09,1.826807e-04,1.008625e-05,2.017744e-03,6.450347e-11,2.608285e-01,1.183094e-08
