LOG([ATP]),LOG([ADP]),K_CAT,K_ROT,OCC_TOT,OCC_ATP,OCC_ADP,POP_CAT,POP_WAIT,+ATP:80,+ATP:120,+ATP:200,+ATP:240,+ATP:320,+ATP:360,-ADP:80,-ADP:120,-ADP:200,-ADP:240,-ADP:320,-ADP:360,HYD:80,HYD:120,HYD:200,HYD:240,HYD:320,HYD:360,80-oho,80-oha,80-oao,80-oaa,80-haa,80-hao,80-ooh,80-och,80-hoh,80-hho,80-hha,80-hch,80-ooa,80-oco,80-ooo,80-oca,80-hoo,80-hoa,80-ohh,80-oah,80-hco,80-hah,80-hca,80-hhh,120-oah,120-oho,120-ooa,120-ooo,120-oha,120-oao,120-oaa,120-ooc,120-ohc,120-ooh,120-oac,120-ohh
-18.00,-9.00,9.351435e-07,5.271248e-07,2.656944e-02,1.337002e-02,1.319943e-02,2.907227e-01,7.092773e-01,-8.088644e-09,-3.879128e-08,-1.724775e-12,-2.174264e-12,-1.148703e-12,-3.586407e-12,5.222671e-07,7.619335e-09,3.251454e-10,1.809673e-10,7.516016e-11,5.325934e-10,0.000000e+00,0.000000e+00,0.000000e+00,1.107401e-07,3.402916e-07,0.000000e+00,4.065434e-10,6.098443e-06,1.967926e-06,2.952033e-02,9.148109e-02,6.098443e-06,4.065433e-10,8.548239e-06,1.259845e-09,1.259844e-09,1.889857e-05,2.649030e-05,1.967926e-06,2.758459e-06,1.311889e-10,4.137890e-02,4.065438e-10,6.098443e-06,1.259844e-09,6.098443e-06,8.548239e-06,1.889857e-05,1.282298e-01,3.904153e-09,6.098533e-05,4.065495e-09,1.967956e-05,1.311908e-09,6.098533e-05,1.967956e-05,2.952077e-01,2.758500e-05,8.548367e-05,4.065493e-09,4.137952e-01,1.259862e-08
-18.00,-8.50,-5.839848e-07,-1.318600e-07,7.947791e-02,4.000328e-02,3.947462e-02,2.907742e-01,7.092258e-01,-8.655478e-09,-4.843074e-08,-2.971629e-12,-4.944171e-12,-2.314135e-12,-7.704976e-12,-1.969739e-07,-3.224996e-08,-1.375318e-10,-1.224384e-10,-4.996386e-11,-2.518738e-10,0.000000e+00,0.000000e+00,0.000000e+00,-6.271540e-08,-2.343796e-07,0.000000e+00,3.845915e-10,5.771070e-06,1.861670e-06,2.793571e-02,8.659911e-02,5.771070e-06,3.845915e-10,8.874602e-06,1.192211e-09,1.192211e-09,1.788999e-05,2.751076e-05,1.861670e-06,2.862827e-06,1.240641e-10,4.295881e-02,3.845916e-10,5.771070e-06,1.192211e-09,5.771070e-06,8.874602e-06,1.788999e-05,1.331699e-01,3.695786e-09,5.771156e-05,3.845971e-09,1.861697e-05,1.240660e-09,5.771156e-05,1.861697e-05,2.793612e-01,2.862870e-05,8.874734e-05,3.845972e-09,4.295945e-01,1.192229e-08
-18.00,-8.00,-9.551340e-07,-5.415385e-07,2.149875e-01,1.082876e-01,1.066999e-01,2.909372e-01,7.090628e-01,-1.191397e-08,-6.647741e-08,-8.223467e-12,-1.224017e-11,-5.355043e-12,-2.213545e-11,-7.342740e-07,-2.771505e-08,-5.879364e-10,-1.871227e-10,-7.716897e-11,-6.440925e-10,0.000000e+00,0.000000e+00,0.000000e+00,4.424108e-08,-1.574504e-07,0.000000e+00,3.284696e-10,4.934114e-06,1.590016e-06,2.388448e-02,7.411796e-02,4.934114e-06,3.284701e-10,9.708311e-06,1.019302e-09,1.019302e-09,1.531147e-05,3.012667e-05,1.590016e-06,3.128499e-06,1.058496e-10,4.699485e-02,3.284699e-10,4.934113e-06,1.019301e-09,4.934114e-06,9.708311e-06,1.531147e-05,1.458337e-01,3.163081e-09,4.934187e-05,3.284744e-09,1.590039e-05,1.058509e-09,4.934187e-05,1.590039e-05,2.388483e-01,3.128546e-05,9.708456e-05,3.284745e-09,4.699555e-01,1.019316e-08
-18.00,-7.50,-2.253474e-06,-9.690428e-07,4.672496e-01,2.358861e-01,2.313635e-01,2.914523e-01,7.085477e-01,-3.920348e-08,-2.125526e-07,-2.597454e-11,-2.621611e-11,-1.102393e-11,-6.643422e-11,-9.629510e-07,1.180549e-09,6.152865e-11,-3.403031e-10,-1.398461e-10,-9.655427e-10,0.000000e+00,0.000000e+00,0.000000e+00,-3.252272e-07,-7.132067e-07,0.000000e+00,2.246852e-10,3.386345e-06,1.087655e-06,1.639261e-02,5.103738e-02,3.386345e-06,2.246857e-10,1.124552e-05,6.995434e-10,6.995434e-10,1.054318e-05,3.501224e-05,1.087655e-06,3.611930e-06,7.216667e-11,5.443729e-02,2.246856e-10,3.386345e-06,6.995432e-10,3.386345e-06,1.124552e-05,1.054318e-05,1.694871e-01,2.177983e-09,3.386396e-05,2.246886e-09,1.087671e-05,7.216762e-10,3.386396e-05,1.087671e-05,1.639286e-01,3.611984e-05,1.124569e-04,2.246884e-09,5.443810e-01,6.995534e-09
-18.00,-7.00,-1.929909e-06,-2.600470e-07,7.488770e-01,3.806900e-01,3.681870e-01,2.930763e-01,7.069237e-01,-1.748377e-07,-8.353667e-07,-8.384330e-11,-4.186497e-11,-1.714424e-11,-2.110716e-10,-5.003817e-07,7.401051e-09,-1.376363e-09,-1.157554e-10,-4.757635e-11,-5.602347e-10,0.000000e+00,0.000000e+00,0.000000e+00,-2.481026e-07,-1.761677e-07,0.000000e+00,1.122124e-10,1.708944e-06,5.432359e-07,8.273270e-03,2.602655e-02,1.708944e-06,1.122127e-10,1.288877e-05,3.530038e-10,3.530037e-10,5.376100e-06,4.054622e-05,5.432359e-07,4.097056e-06,3.567023e-11,6.239655e-02,1.122123e-10,1.708944e-06,3.530039e-10,1.708944e-06,1.288877e-05,5.376100e-06,1.962909e-01,1.110501e-09,1.708970e-05,1.122139e-09,5.432440e-06,3.567043e-10,1.708970e-05,5.432440e-06,8.273393e-02,4.097117e-05,1.288896e-04,1.122141e-09,6.239748e-01,3.530088e-09
-18.00,-6.50,-7.199910e-06,-1.565130e-06,9.524556e-01,4.937126e-01,4.587430e-01,2.981631e-01,7.018369e-01,-4.686435e-07,-2.095976e-06,-2.516621e-10,-5.046413e-11,-2.154563e-11,-6.392545e-10,-2.289069e-06,-2.499825e-08,-8.457743e-10,-1.759401e-10,-7.445849e-11,-2.507982e-09,0.000000e+00,0.000000e+00,0.000000e+00,-8.276884e-07,-1.488968e-06,0.000000e+00,4.318433e-11,6.792617e-07,2.091074e-07,3.289154e-03,1.068445e-02,6.792617e-07,4.318541e-11,1.381045e-05,1.402791e-10,1.402789e-10,2.206505e-06,4.486171e-05,2.091074e-07,4.251480e-06,1.329458e-11,6.687365e-02,4.318516e-11,6.792617e-07,1.402795e-10,6.792617e-07,1.381045e-05,2.206505e-06,2.172315e-01,4.556786e-10,6.792718e-06,4.318502e-10,2.091105e-06,1.329449e-10,6.792718e-06,2.091105e-06,3.289203e-02,4.251544e-05,1.381066e-04,4.318490e-10,6.687465e-01,1.402804e-09
-18.00,-6.00,-2.280296e-05,-5.923045e-06,1.130498e+00,6.125116e-01,5.179868e-01,3.137776e-01,6.862224e-01,-1.393610e-06,-6.096356e-06,-7.564621e-10,-5.280659e-11,-2.445505e-11,-1.796171e-09,-7.348864e-06,-1.708581e-08,-2.703787e-09,-2.204402e-10,-9.928809e-11,-7.291455e-09,0.000000e+00,0.000000e+00,0.000000e+00,-3.176395e-06,-4.757703e-06,0.000000e+00,1.437155e-11,2.487726e-07,6.963346e-08,1.205374e-03,4.306323e-03,2.487726e-07,1.437245e-11,1.390989e-05,5.134342e-11,5.134443e-11,8.887657e-07,4.969454e-05,6.963346e-08,3.893490e-06,4.023104e-12,6.739740e-02,1.437242e-11,2.487727e-07,5.134408e-11,2.487726e-07,1.390989e-05,8.887656e-07,2.407842e-01,1.834311e-10,2.487763e-06,1.437182e-10,6.963450e-07,4.023129e-11,2.487763e-06,6.963450e-07,1.205392e-02,3.893548e-05,1.391010e-04,1.437208e-10,6.739841e-01,5.134427e-10
-18.00,-5.50,-5.864236e-05,-1.607640e-05,1.412327e+00,8.124145e-01,5.999122e-01,3.588818e-01,6.411182e-01,-3.558676e-06,-1.601992e-05,-2.121277e-09,-5.019530e-11,-2.865408e-11,-4.116152e-09,-1.930611e-05,-6.432521e-08,-7.221232e-09,-9.438287e-11,-6.703606e-11,-1.636614e-08,0.000000e+00,0.000000e+00,0.000000e+00,-8.314785e-06,-1.134848e-05,0.000000e+00,4.346648e-12,9.695336e-08,2.108674e-08,4.704245e-04,2.162935e-03,9.695336e-08,4.346962e-12,1.311280e-05,1.998272e-11,1.998209e-11,4.457757e-07,6.029048e-05,2.108674e-08,2.851957e-06,9.460812e-13,6.362424e-02,4.346653e-12,9.695344e-08,1.998278e-11,9.695335e-08,1.311280e-05,4.457758e-07,2.925335e-01,9.187443e-11,9.695480e-07,4.346168e-11,2.108705e-07,9.455220e-12,9.695480e-07,2.108705e-07,4.704315e-03,2.852000e-05,1.311300e-04,4.346249e-11,6.362519e-01,1.998247e-10
-18.00,-5.00,-1.306595e-04,-3.858633e-05,1.854588e+00,1.086112e+00,7.684752e-01,4.691978e-01,5.308022e-01,-7.465336e-06,-3.601896e-05,-5.141784e-09,-4.159508e-11,-3.725987e-11,-6.306405e-09,-4.323838e-05,-1.832277e-07,-1.207449e-08,-1.527238e-10,-1.435517e-10,-2.567660e-08,0.000000e+00,0.000000e+00,0.000000e+00,-1.938423e-05,-2.431977e-05,0.000000e+00,1.144942e-12,4.362957e-08,5.565336e-09,2.121202e-04,1.662926e-03,4.362957e-08,1.146098e-12,1.087137e-05,8.974486e-12,8.974089e-12,3.420358e-07,8.522677e-05,5.565335e-09,1.386740e-06,1.462896e-13,5.285495e-02,1.145089e-12,4.362971e-08,8.974393e-12,4.362956e-08,1.087138e-05,3.420362e-07,4.143585e-01,7.035230e-11,4.363021e-07,1.144866e-11,5.565419e-08,1.462268e-12,4.363022e-07,5.565419e-08,2.121234e-03,1.386761e-05,1.087154e-04,1.145042e-11,5.285574e-01,8.974155e-11
-18.00,-4.50,-2.302986e-04,-7.237783e-05,2.344091e+00,1.303368e+00,1.040722e+00,6.562035e-01,3.437965e-01,-1.229672e-05,-6.457200e-05,-9.864161e-09,-2.739153e-11,-5.230415e-11,-5.587233e-09,-7.620426e-05,-3.753132e-07,-1.423915e-08,-1.453202e-10,-2.747857e-10,-2.373466e-08,0.000000e+00,0.000000e+00,0.000000e+00,-3.636063e-05,-4.043575e-05,0.000000e+00,2.349633e-13,2.067493e-08,1.143078e-09,1.006807e-04,1.821038e-03,2.067493e-08,2.356482e-13,7.037593e-06,4.246221e-12,4.246427e-12,3.739525e-07,1.272913e-04,1.143078e-09,3.890940e-07,1.379966e-14,3.427099e-02,2.361723e-13,2.067513e-08,4.245594e-12,2.067492e-08,7.037601e-06,3.739543e-07,6.198682e-01,7.679292e-11,2.067522e-07,2.351454e-12,1.143095e-08,1.319660e-13,2.067524e-07,1.143094e-08,1.006822e-03,3.890998e-06,7.037706e-05,2.349803e-12,3.427150e-01,4.245952e-11
