LOG([ATP]),LOG([ADP]),K_CAT,K_ROT,OCC_TOT,OCC_ATP,OCC_ADP,POP_CAT,POP_WAIT,+ATP:80,+ATP:120,+ATP:200,+ATP:240,+ATP:320,+ATP:360,-ADP:80,-ADP:120,-ADP:200,-ADP:240,-ADP:320,-ADP:360,HYD:80,HYD:120,HYD:200,HYD:240,HYD:320,HYD:360,80-oho,80-oha,80-oao,80-oaa,80-haa,80-hao,80-ooh,80-och,80-hoh,80-hho,80-hha,80-hch,80-ooa,80-oco,80-ooo,80-oca,80-hoo,80-hoa,80-ohh,80-oah,80-hco,80-hah,80-hca,80-hhh,120-oah,120-oho,120-ooa,120-ooo,120-oha,120-oao,120-oaa,120-ooc,120-ohc,120-ooh,120-oac,120-ohh
-9.00,-18.00,4.413549e-03,2.830325e-03,8.450460e-02,4.243198e-02,4.207263e-02,8.747031e-01,1.252969e-01,1.337465e-04,1.328915e-03,6.669247e-06,1.406932e-07,1.018917e-06,9.702573e-07,1.384328e-03,2.093687e-08,6.767324e-05,1.181614e-06,8.248864e-06,9.659504e-06,0.000000e+00,0.000000e+00,0.000000e+00,2.821371e-04,1.188839e-03,0.000000e+00,4.504001e-08,6.234936e-05,9.060889e-07,1.254309e-03,8.631081e-02,6.234935e-05,4.503990e-08,5.274231e-04,3.099254e-06,3.099271e-06,4.290351e-03,3.629276e-02,9.060867e-07,7.664752e-06,6.545520e-10,1.061041e-02,4.503990e-08,6.234900e-05,3.099272e-06,6.234936e-05,5.274232e-04,4.290351e-03,7.301177e-01,2.132654e-04,6.235029e-04,4.504067e-07,9.061020e-06,6.545618e-09,6.235029e-04,9.061024e-06,1.254327e-02,7.664864e-05,5.274311e-03,4.504066e-07,1.061057e-01,3.099318e-05
-8.50,-18.00,1.389689e-02,8.157419e-03,2.265737e-01,1.138470e-01,1.127267e-01,8.747193e-01,1.252807e-01,4.246900e-04,4.180216e-03,2.096514e-05,3.765680e-07,2.727535e-06,3.075167e-06,4.362692e-03,6.635793e-08,2.142638e-04,3.163286e-06,2.208615e-05,3.041377e-05,0.000000e+00,0.000000e+00,0.000000e+00,9.062517e-04,3.725903e-03,0.000000e+00,3.808382e-08,5.278339e-05,7.669539e-07,1.062982e-03,7.315651e-02,5.278338e-05,3.808352e-08,5.367988e-04,2.620962e-06,2.621009e-06,3.632656e-03,3.694356e-02,7.669478e-07,7.799817e-06,5.533641e-10,1.081047e-02,3.808353e-08,5.278243e-05,2.621009e-06,5.278339e-05,5.367999e-04,3.632655e-03,7.439981e-01,1.803830e-04,5.278418e-04,3.808436e-07,7.669640e-06,5.533733e-09,5.278417e-04,7.669652e-06,1.062998e-02,7.799924e-05,5.368080e-03,3.808433e-07,1.081066e-01,2.621048e-05
-8.00,-18.00,4.352558e-02,2.125616e-02,4.844651e-01,2.439537e-01,2.405114e-01,8.747700e-01,1.252300e-01,1.351237e-03,1.307606e-02,6.547311e-05,8.012505e-07,5.807427e-06,9.746640e-06,1.368161e-02,2.101368e-07,6.772004e-04,6.731393e-06,4.702007e-05,9.518390e-05,0.000000e+00,0.000000e+00,0.000000e+00,2.945295e-03,1.156320e-02,0.000000e+00,2.555081e-08,3.554770e-05,5.162642e-07,7.182552e-04,4.945549e-02,3.554766e-05,2.555019e-08,5.527689e-04,1.759216e-06,1.759316e-06,2.447639e-03,3.806107e-02,5.162513e-07,8.028038e-06,3.710770e-10,1.116965e-02,2.555021e-08,3.554562e-05,1.759318e-06,3.554768e-05,5.527762e-04,2.447638e-03,7.690870e-01,1.211379e-04,3.554821e-04,2.555114e-07,5.162691e-06,3.710844e-09,3.554821e-04,5.162717e-06,7.182656e-03,8.028131e-05,5.527847e-03,2.555107e-07,1.116998e-01,1.759344e-05
-7.50,-18.00,1.354220e-01,5.197995e-02,7.637544e-01,3.871090e-01,3.766454e-01,8.749249e-01,1.250751e-01,4.272962e-03,4.062436e-02,2.025700e-04,1.243926e-06,9.034939e-06,3.061900e-05,4.263990e-02,6.615066e-07,2.121253e-03,1.045593e-05,7.313849e-05,2.953163e-04,0.000000e+00,0.000000e+00,0.000000e+00,9.540351e-03,3.560015e-02,0.000000e+00,1.243011e-08,1.750070e-05,2.537744e-07,3.572978e-04,2.463910e-02,1.750062e-05,1.242915e-08,5.650356e-04,8.570427e-07,8.571977e-07,1.206842e-03,3.896506e-02,2.537544e-07,8.193913e-06,1.802396e-10,1.153958e-02,1.242917e-08,1.749742e-05,8.572001e-07,1.750065e-05,5.650707e-04,1.206839e-03,7.957396e-01,5.911224e-05,1.750091e-04,1.243020e-07,2.537739e-06,1.802453e-09,1.750092e-04,2.537779e-06,3.573023e-03,8.193963e-05,5.650800e-03,1.243010e-07,1.154054e-01,8.572121e-06
-7.00,-18.00,4.143635e-01,1.332269e-01,9.639724e-01,4.976082e-01,4.663643e-01,8.753695e-01,1.246305e-01,1.319999e-02,1.242039e-01,6.121690e-04,1.500934e-06,1.097314e-05,9.329932e-05,1.306759e-01,2.036601e-06,6.446452e-03,1.263760e-05,8.875477e-05,8.950427e-04,0.000000e+00,0.000000e+00,0.000000e+00,3.020139e-02,1.079195e-01,0.000000e+00,4.612103e-09,6.736227e-06,9.720778e-08,1.419855e-04,9.837729e-03,6.736055e-06,4.610982e-09,5.562427e-04,3.194121e-07,3.195977e-07,4.667457e-04,3.854012e-02,9.718376e-08,8.028317e-06,6.654719e-11,1.173961e-02,4.610980e-09,6.732026e-06,3.196010e-07,6.736056e-06,5.563672e-04,4.667362e-04,8.130057e-01,2.214501e-05,6.736153e-05,4.612065e-08,9.720406e-07,6.655171e-10,6.736201e-05,9.720884e-07,1.419857e-03,8.028236e-05,5.563776e-03,4.611947e-08,1.174266e-01,3.196044e-06
-6.50,-18.00,1.204412e+00,3.589437e-01,1.143392e+00,6.151711e-01,5.282206e-01,8.764074e-01,1.235926e-01,3.850296e-02,3.609735e-01,1.718596e-03,1.585781e-06,1.182526e-05,2.620694e-04,3.807960e-01,5.920333e-06,1.803345e-02,1.343743e-05,9.526400e-05,2.526341e-03,0.000000e+00,0.000000e+00,0.000000e+00,9.189173e-02,3.095791e-01,0.000000e+00,1.421417e-09,2.311305e-06,3.284822e-08,5.345232e-05,3.755505e-03,2.310901e-06,1.420342e-09,5.067911e-04,9.979875e-08,9.999153e-08,1.625082e-04,3.560453e-02,3.282323e-08,7.205157e-06,2.019867e-11,1.177812e-02,1.420263e-09,2.306034e-06,9.999631e-08,2.310833e-06,5.071151e-04,1.624780e-04,8.238530e-01,7.031933e-06,2.310876e-05,1.421326e-08,3.284351e-07,2.020212e-10,2.311000e-05,3.284813e-07,5.344795e-04,7.204722e-05,5.071286e-03,1.421227e-08,1.178669e-01,9.999492e-07
-6.00,-18.00,3.114705e+00,9.218209e-01,1.411799e+00,8.064279e-01,6.053709e-01,8.774200e-01,1.225800e-01,9.963099e-02,9.339477e-01,4.032722e-03,1.568377e-06,1.236866e-05,6.096455e-04,9.905981e-01,1.521109e-05,4.149463e-02,1.363881e-05,9.757525e-05,6.015994e-03,0.000000e+00,0.000000e+00,0.000000e+00,2.613683e-01,7.768669e-01,0.000000e+00,3.645284e-10,7.810180e-07,1.058087e-08,2.285360e-05,1.654288e-03,7.800555e-07,3.636971e-10,3.971884e-04,2.665016e-08,2.684112e-08,5.720434e-05,2.888951e-02,1.055694e-08,5.379267e-06,4.942886e-12,1.181213e-02,3.634570e-10,7.730090e-07,2.684929e-08,7.800806e-07,3.975907e-04,5.710817e-05,8.341216e-01,1.971885e-06,7.801258e-06,3.644212e-09,1.057644e-07,4.945385e-11,7.801683e-06,1.058011e-07,2.284069e-04,5.378125e-05,3.976118e-03,3.643802e-09,1.183056e-01,2.684327e-07
-5.50,-18.00,6.871876e+00,2.110028e+00,1.775232e+00,1.057612e+00,7.176201e-01,8.731854e-01,1.268146e-01,2.203179e-01,2.062171e+00,7.080393e-03,1.487730e-06,1.348950e-05,1.041371e-03,2.210818e+00,3.306283e-05,6.867452e-02,1.421387e-05,9.778454e-05,1.098814e-02,0.000000e+00,0.000000e+00,0.000000e+00,6.790498e-01,1.611576e+00,0.000000e+00,7.746231e-11,2.909453e-07,3.393260e-09,1.342096e-05,9.735786e-04,2.888510e-07,7.696980e-11,2.606000e-04,6.289871e-09,6.507478e-09,2.303083e-05,1.985449e-02,3.371479e-09,3.017789e-06,9.196021e-13,1.238195e-02,7.655487e-11,2.746826e-07,6.523122e-09,2.901956e-07,2.594648e-04,2.273933e-05,8.393914e-01,5.302823e-07,2.902492e-06,7.735654e-10,3.389682e-08,9.209163e-12,2.890297e-06,3.392076e-08,1.339083e-04,3.015867e-05,2.595027e-03,7.738846e-10,1.240496e-01,6.509289e-08
-5.00,-18.00,1.338663e+01,4.325770e+00,2.152655e+00,1.285486e+00,8.671689e-01,8.539937e-01,1.460063e-01,4.379807e-01,4.013414e+00,9.485618e-03,1.360700e-06,1.627763e-05,1.311313e-03,4.366285e+00,6.321338e-05,7.973510e-02,1.639931e-05,9.580810e-05,1.601319e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.564690e+00,2.897519e+00,0.000000e+00,1.614355e-11,1.478971e-07,1.131973e-09,1.187247e-05,7.405011e-04,1.437747e-07,1.589185e-11,1.782814e-04,1.605266e-09,1.939250e-09,1.179369e-05,1.241937e-02,1.112376e-09,1.324480e-06,1.387228e-13,1.441321e-02,1.544494e-11,1.116101e-07,1.969628e-09,1.495710e-07,1.712612e-04,1.103881e-05,8.260343e-01,1.725206e-07,1.495872e-06,1.605092e-10,1.129218e-08,1.391697e-12,1.440812e-06,1.130809e-08,1.181044e-04,1.322366e-05,1.713316e-03,1.612370e-10,1.441587e-01,1.941542e-08
-4.50,-18.00,2.230451e+01,7.457958e+00,2.512238e+00,1.467017e+00,1.045221e+00,8.201243e-01,1.798757e-01,7.910847e-01,6.631527e+00,1.082316e-02,1.203714e-06,2.079025e-05,1.379001e-03,7.342141e+00,1.039640e-04,7.187677e-02,2.021224e-05,9.201629e-05,2.060213e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.886148e+00,4.548688e+00,0.000000e+00,4.258533e-12,1.191550e-07,4.170746e-10,1.352582e-05,6.354520e-04,1.122147e-07,4.109803e-12,1.644905e-04,5.363362e-10,1.075359e-09,7.532281e-06,7.514902e-03,3.993563e-10,5.428113e-07,1.970378e-14,1.786990e-02,3.792009e-12,5.178042e-08,1.127030e-09,1.254879e-07,1.473563e-04,6.065640e-06,7.937641e-01,7.368859e-08,1.254156e-06,4.186949e-11,4.149364e-09,1.984901e-13,1.127003e-06,4.163596e-09,1.341876e-04,5.411740e-06,1.474735e-03,4.260597e-11,1.782589e-01,1.078790e-08
