LOG([ATP]),LOG([ADP]),K_CAT,K_ROT,OCC_TOT,OCC_ATP,OCC_ADP,POP_CAT,POP_WAIT,+ATP:80,+ATP:120,+ATP:200,+ATP:240,+ATP:320,+ATP:360,-ADP:80,-ADP:120,-ADP:200,-ADP:240,-ADP:320,-ADP:360,HYD:80,HYD:120,HYD:200,HYD:240,HYD:320,HYD:360,80-oho,80-oha,80-oao,80-oaa,80-haa,80-hao,80-ooh,80-och,80-hoh,80-hho,80-hha,80-hch,80-ooa,80-oco,80-ooo,80-oca,80-hoo,80-hoa,80-ohh,80-oah,80-hco,80-hah,80-hca,80-hhh,120-oah,120-oho,120-ooa,120-ooo,120-oha,120-oao,120-oaa,120-ooc,120-ohc,120-ooh,120-oac,120-ohh
-18.00,-9.00,4.045257e-06,2.296860e-06,2.573628e-02,1.284695e-02,1.288932e-02,9.217025e-02,9.078298e-01,-6.775320e-10,-1.952690e-09,-1.776711e-13,-1.628229e-12,-1.654278e-13,-1.719360e-12,2.743051e-06,3.357340e-07,1.060912e-09,4.069556e-09,4.160712e-10,8.561159e-09,0.000000e+00,0.000000e+00,0.000000e+00,1.250041e-07,8.299945e-07,0.000000e+00,4.269762e-12,7.200800e-08,4.707369e-06,7.939456e-02,1.214355e-03,7.200800e-08,4.269905e-12,1.033130e-08,6.648787e-14,6.569764e-14,1.101458e-09,1.640284e-10,4.707369e-06,6.745348e-07,2.791059e-10,1.137681e-02,4.270153e-12,7.200117e-08,6.581843e-14,7.200801e-08,1.033128e-08,1.101546e-09,1.741243e-04,2.893040e-15,7.200908e-07,4.269844e-11,4.707439e-05,2.791100e-09,7.200907e-07,4.707439e-05,7.939574e-01,6.745448e-06,1.033144e-07,4.269812e-11,1.137699e-01,6.547562e-13
-18.00,-8.50,-1.056882e-06,-6.124162e-07,7.653871e-02,3.820340e-02,3.833531e-02,9.222764e-02,9.077724e-01,-1.727099e-09,-5.830764e-09,-5.441777e-13,-4.840710e-12,-4.919370e-13,-5.349090e-12,-2.750659e-07,-4.691182e-07,-4.994760e-11,-1.279524e-09,-1.277178e-10,-2.655386e-10,0.000000e+00,0.000000e+00,0.000000e+00,-1.920551e-07,-1.113513e-07,0.000000e+00,4.230846e-12,7.137885e-08,4.463589e-06,7.530805e-02,1.204316e-03,7.137885e-08,4.230959e-12,1.465495e-08,6.960036e-14,6.788676e-14,1.141483e-09,2.339535e-10,4.463589e-06,9.162011e-07,2.645223e-10,1.545791e-02,4.230980e-12,7.138003e-08,6.839495e-14,7.137880e-08,1.465492e-08,1.141257e-09,2.472103e-04,2.663316e-15,7.137987e-07,4.230915e-11,4.463656e-05,2.645262e-09,7.137992e-07,4.463656e-05,7.530917e-01,9.162148e-06,1.465514e-07,4.230820e-11,1.545806e-01,6.779976e-13
-18.00,-8.00,9.345497e-07,-4.450329e-07,2.082377e-01,1.039142e-01,1.043235e-01,9.240945e-02,9.075905e-01,-5.704641e-09,-1.811891e-08,-1.723013e-12,-1.315135e-11,-1.339179e-12,-1.689106e-11,1.270597e-07,-2.560338e-07,-3.760914e-11,-1.262054e-09,-1.264143e-10,-1.578751e-09,0.000000e+00,0.000000e+00,0.000000e+00,4.089240e-07,6.814613e-07,0.000000e+00,4.129794e-12,6.974841e-08,3.832750e-06,6.473318e-02,1.178058e-03,6.974841e-08,4.130125e-12,2.803092e-08,7.599430e-14,7.561832e-14,1.269349e-09,5.141264e-10,3.832750e-06,1.540316e-06,2.269204e-10,2.601519e-02,4.130017e-12,6.975023e-08,7.557859e-14,6.974838e-08,2.803091e-08,1.269200e-09,4.734779e-04,2.060243e-15,6.974942e-07,4.129889e-11,3.832807e-05,2.269238e-09,6.974945e-07,3.832807e-05,6.473414e-01,1.540339e-05,2.803133e-07,4.129847e-11,2.601554e-01,7.532316e-13
-18.00,-7.50,-1.892497e-06,-6.142047e-07,4.571216e-01,2.279377e-01,2.291839e-01,9.298376e-02,9.070162e-01,-1.786121e-08,-5.752201e-08,-5.454447e-12,-2.873879e-11,-2.946294e-12,-5.320154e-11,-9.504628e-07,-1.037370e-07,-4.254236e-10,-1.694366e-09,-1.747378e-10,-4.621079e-09,0.000000e+00,0.000000e+00,0.000000e+00,-4.025413e-07,-3.533672e-07,0.000000e+00,3.934374e-12,6.667167e-08,2.648280e-06,4.487759e-02,1.129873e-03,6.667167e-08,3.934707e-12,6.805928e-08,9.955367e-14,9.916853e-14,1.678569e-09,1.714892e-09,2.648280e-06,2.703569e-06,1.562692e-10,4.581445e-02,3.934556e-12,6.667538e-08,9.929247e-14,6.667169e-08,6.805930e-08,1.678535e-09,1.153444e-03,3.386026e-15,6.667268e-07,3.934449e-11,2.648320e-05,1.562716e-09,6.667267e-07,2.648320e-05,4.487826e-01,2.703610e-05,6.806031e-07,3.934465e-11,4.581516e-01,9.916251e-13
-18.00,-7.00,-1.990249e-08,1.411600e-07,7.405699e-01,3.684023e-01,3.721676e-01,9.479564e-02,9.052044e-01,-5.642654e-08,-1.810835e-07,-1.740435e-11,-4.590634e-11,-4.807492e-12,-1.661956e-10,3.009568e-07,-8.156096e-08,1.189421e-10,2.002259e-10,2.173795e-11,1.263766e-09,0.000000e+00,0.000000e+00,0.000000e+00,7.835075e-08,-8.150943e-08,0.000000e+00,3.690035e-12,6.318921e-08,1.337487e-06,2.290377e-02,1.082075e-03,6.318921e-08,3.689984e-12,1.865263e-07,1.747005e-13,1.744485e-13,2.985343e-09,8.812080e-09,1.337487e-06,3.948054e-06,7.811040e-11,6.760841e-02,3.690189e-12,6.318905e-08,1.744672e-13,6.318920e-08,1.865263e-07,2.985290e-09,3.194126e-03,8.617000e-15,6.319014e-07,3.690141e-11,1.337507e-05,7.811160e-10,6.319015e-07,1.337507e-05,2.290411e-01,3.948113e-05,1.865291e-06,3.690064e-11,6.760939e-01,1.743924e-12
-18.00,-6.50,-2.153876e-06,-6.874538e-07,9.476632e-01,4.681023e-01,4.795609e-01,1.004769e-01,8.995231e-01,-1.771866e-07,-5.685884e-07,-5.646552e-11,-5.630884e-11,-6.289696e-12,-5.055392e-10,-5.735777e-07,-3.114397e-08,-2.400920e-10,-2.751982e-10,-3.174476e-11,-2.122968e-09,0.000000e+00,0.000000e+00,0.000000e+00,-3.099871e-07,-4.900981e-07,0.000000e+00,3.432307e-12,6.071376e-08,5.188402e-07,9.177743e-03,1.073973e-03,6.071376e-08,3.432329e-12,5.343012e-07,4.016959e-13,4.016810e-13,7.104681e-09,6.252313e-08,5.188402e-07,4.565953e-06,2.933118e-11,8.076693e-02,3.432315e-12,6.071440e-08,4.016287e-13,6.071378e-08,5.343013e-07,7.104688e-09,9.451288e-03,4.710049e-14,6.071469e-07,3.432355e-11,5.188479e-06,2.933162e-10,6.071466e-07,5.188479e-06,9.177879e-02,4.566021e-05,5.343092e-06,3.432369e-11,8.076817e-01,4.016554e-12
-18.00,-6.00,-6.918460e-06,-2.099899e-06,1.126059e+00,5.457074e-01,5.803516e-01,1.179777e-01,8.820223e-01,-5.494231e-07,-1.762986e-06,-1.904053e-10,-5.963261e-11,-7.976360e-12,-1.423581e-09,-2.157884e-06,-1.808905e-07,-9.679088e-10,-2.742018e-10,-4.326750e-11,-8.571191e-09,0.000000e+00,0.000000e+00,0.000000e+00,-9.734787e-07,-1.282260e-06,0.000000e+00,3.012975e-12,5.867279e-08,1.737930e-07,3.384360e-03,1.142578e-03,5.867279e-08,3.012978e-12,1.470307e-06,1.017167e-12,1.017196e-12,1.980823e-08,4.963833e-07,1.737930e-07,4.355160e-06,8.924178e-12,8.481008e-02,3.012971e-12,5.867340e-08,1.017182e-12,5.867291e-08,1.470307e-06,1.980827e-08,2.863231e-02,3.433848e-13,5.867379e-07,3.013017e-11,1.737956e-06,8.924313e-11,5.867367e-07,1.737956e-06,3.384411e-02,4.355225e-05,1.470329e-05,3.013022e-11,8.481153e-01,1.017204e-11
-18.00,-5.50,-2.066293e-05,-6.360110e-06,1.402764e+00,6.515588e-01,7.512055e-01,1.690552e-01,8.309448e-01,-1.636778e-06,-5.252596e-06,-6.686162e-10,-5.763798e-11,-1.172649e-11,-3.286553e-09,-6.310095e-06,-5.382131e-07,-3.196348e-09,-2.202521e-10,-7.401826e-11,-2.524000e-08,0.000000e+00,0.000000e+00,0.000000e+00,-3.040417e-06,-3.852077e-06,0.000000e+00,2.189846e-12,5.499055e-08,5.315559e-08,1.334827e-03,1.380926e-03,5.499055e-08,2.189840e-12,3.367891e-06,2.265525e-12,2.265438e-12,5.688966e-08,3.484204e-06,5.315559e-08,3.255521e-06,2.116578e-12,8.175113e-02,2.189856e-12,5.499134e-08,2.265443e-12,5.499084e-08,3.367891e-06,5.688997e-08,8.457442e-02,2.343668e-12,5.499166e-07,2.189883e-11,5.315639e-07,2.116612e-11,5.499137e-07,5.315639e-07,1.334847e-02,3.255570e-05,3.367942e-05,2.189874e-11,8.175279e-01,2.265475e-11
-18.00,-5.00,-5.528035e-05,-1.752016e-05,1.832724e+00,7.894525e-01,1.043271e+00,2.973628e-01,7.026372e-01,-4.371658e-06,-1.403114e-05,-2.172740e-09,-4.914131e-11,-2.079735e-11,-5.134146e-09,-1.682009e-05,-1.587010e-06,-9.741528e-09,-1.295625e-10,-2.111108e-10,-6.528274e-08,0.000000e+00,0.000000e+00,0.000000e+00,-8.555136e-06,-9.832573e-06,0.000000e+00,1.082309e-12,4.641988e-08,1.436208e-08,6.159979e-04,1.991029e-03,4.641988e-08,1.082309e-12,5.247835e-06,3.498225e-12,3.498094e-12,1.500383e-07,1.696205e-05,1.436208e-08,1.623666e-06,3.347726e-13,6.963900e-02,1.082321e-12,4.642114e-08,3.498094e-12,4.642033e-08,5.247836e-06,1.500398e-07,2.250872e-01,1.130655e-11,4.642102e-07,1.082321e-11,1.436230e-07,3.347828e-12,4.642057e-07,1.436229e-07,6.160071e-03,1.623690e-05,5.247914e-05,1.082329e-11,6.964072e-01,3.498148e-11
-18.00,-4.50,-1.170461e-04,-3.812306e-05,2.313069e+00,8.979137e-01,1.415156e+00,5.265127e-01,4.734873e-01,-9.260507e-06,-2.972562e-05,-5.255462e-09,-3.320173e-11,-3.692062e-11,-4.726327e-09,-3.524081e-05,-3.577800e-06,-2.183030e-08,-8.243709e-11,-8.917015e-10,-1.267226e-07,0.000000e+00,0.000000e+00,0.000000e+00,-1.901360e-05,-2.006821e-05,0.000000e+00,3.170668e-13,3.126362e-08,3.089444e-09,3.046519e-04,3.083138e-03,3.126362e-08,3.170684e-13,4.827067e-06,3.208604e-12,3.208335e-12,3.163938e-07,4.885083e-05,3.089445e-09,4.770110e-07,3.137810e-14,4.703741e-02,3.170674e-13,3.126577e-08,3.208351e-12,3.126400e-08,4.827068e-06,3.163978e-07,4.760277e-01,3.246891e-11,3.126447e-07,3.170637e-12,3.089491e-08,3.138072e-13,3.126408e-07,3.089490e-08,3.046565e-03,4.770181e-06,4.827140e-05,3.170639e-12,4.703870e-01,3.208385e-11
